instance_index,actual_default,dataset,model,explainer,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
4798,0,gmsc,xgboost,shap,0.8356826,0.18848786,-0.21179907,0.19603336,0.003026894,-0.04500423,1.2427919,0.006059655,-0.1378147,-0.05307172
4927,0,gmsc,xgboost,shap,0.11127092,0.07312011,-0.3276849,-0.022725442,-0.022033103,-0.20164233,-0.30173638,0.00024441973,-0.1396575,-0.008460943
5440,0,gmsc,xgboost,shap,-1.0815997,-0.13994402,0.79780906,-0.15907373,-0.2014055,0.2705975,-0.2554178,-0.178361,-0.13455622,-0.031943284
5655,0,gmsc,xgboost,shap,-0.21382153,0.071775004,0.7126856,-0.040833242,-0.036457386,-0.15260378,-0.26176694,0.06688601,-0.14449799,-0.08335789
5806,0,gmsc,xgboost,shap,-1.2304044,0.062007356,-0.32686803,-0.25283152,-0.110828385,0.10788085,-0.24886465,-0.18828897,-0.13332073,0.0027935419
6001,0,gmsc,xgboost,shap,0.84105253,0.2792907,-0.31985798,-0.13821194,-0.3193232,-0.3072839,-0.35751942,-0.08552794,-0.14624844,0.02262033
6774,0,gmsc,xgboost,shap,-0.9681927,-0.2918958,1.0276307,-0.35223642,-0.16705379,-0.094674684,-0.2699431,-0.07333921,-0.15252675,-3.0078967e-05
7157,0,gmsc,xgboost,shap,-1.2780485,0.039947994,-0.3506786,-0.31789622,-0.33500007,-0.15598935,-0.25462806,-0.14937879,-0.12929407,-0.0434545
8252,0,gmsc,xgboost,shap,-1.0089903,-0.75998336,-0.28840894,0.119049065,-0.5567445,0.49889615,-0.25291827,-0.05054309,-0.12312723,-0.012969372
8613,0,gmsc,xgboost,shap,-1.276988,-0.06337749,-0.36032483,-0.11304717,-0.10233467,-0.2435002,-0.2634438,-0.13883905,-0.13915049,-0.009842842
9329,0,gmsc,xgboost,shap,-1.2222804,0.08987935,-0.32977,-0.20468098,-0.05872353,-0.12573376,-0.2577584,-0.06865227,-0.13089003,-0.039392956
9724,0,gmsc,xgboost,shap,-1.3355196,-0.803032,-0.36711976,-0.19921933,0.027018359,-0.3338238,-0.25807023,0.008234197,-0.15045197,0.044508975
9858,0,gmsc,xgboost,shap,0.8676549,-0.11238353,-0.3546537,-0.019286286,0.15452237,-0.14090718,-0.3506963,0.07467961,-0.14447723,-0.0060506943
10573,0,gmsc,xgboost,shap,0.98513055,0.16901718,-0.2868917,-0.29083356,-0.07095925,-0.22499312,-0.328961,0.059076596,-0.14680538,-0.038385753
10856,0,gmsc,xgboost,shap,-1.072326,-0.17714605,-0.3456757,-0.15732872,0.24761282,0.21059287,-0.25265157,0.048201486,-0.12700999,-0.02705215
10941,0,gmsc,xgboost,shap,-0.87728447,0.23838672,-0.28446427,-0.17027052,-0.095086314,0.21129096,-0.20970552,-0.05392715,-0.12947476,0.09028291
11050,0,gmsc,xgboost,shap,-1.2335936,-0.5672306,-0.37246746,-0.20552672,-0.29765055,0.247725,-0.25539917,0.05132602,-0.13419186,0.00907884
11057,1,gmsc,xgboost,shap,-0.95982724,0.3053748,-0.29465097,0.03817853,0.17180498,0.21166171,-0.22589286,-0.1741735,-0.113116,-0.04559654
11575,0,gmsc,xgboost,shap,-1.1629314,0.12657551,-0.3377548,0.14608528,-0.040741544,-0.16116013,-0.24834616,-0.021015719,-0.12881698,0.00769319
11994,0,gmsc,xgboost,shap,-0.7375071,-0.06373633,-0.34057385,0.022085913,0.030738937,-0.24694699,-0.25107446,-0.14649598,-0.13220331,-0.016128175
12261,0,gmsc,xgboost,shap,-1.300989,-0.32707906,-0.31912372,-0.16811094,-0.028001327,0.11934622,-0.25128525,-0.013473531,-0.13639386,-0.04593408
12896,0,gmsc,xgboost,shap,0.28150016,0.12980343,0.51532876,-0.05775863,-0.06567325,0.023782367,-0.28894693,-0.038791068,-0.13802591,-0.029874599
12999,0,gmsc,xgboost,shap,-0.54738927,0.19056375,1.1947167,0.2937395,0.10064706,0.12709199,-0.20796853,0.004515649,-0.120725386,-0.041705776
13053,0,gmsc,xgboost,shap,0.7762114,-0.7269792,-0.3852714,-0.20359728,0.01778345,-0.2427854,-0.37589547,-0.1110027,-0.15778282,-0.030372245
13071,0,gmsc,xgboost,shap,0.79485977,0.22571787,-0.33286732,-0.2288664,-0.08970967,-0.32541874,-0.32631972,-0.16907577,-0.1449298,-0.03929917
13217,0,gmsc,xgboost,shap,0.10606646,-0.43478516,-0.35172477,0.18326782,-0.12826943,-0.1463525,-0.32256982,0.10474521,-0.14613955,0.014004497
13293,0,gmsc,xgboost,shap,-0.69574904,0.29610217,-0.27941343,0.3278214,0.142143,0.40067902,-0.23534638,-0.21445781,-0.1117706,0.08877629
13421,0,gmsc,xgboost,shap,-0.7743826,0.040638365,-0.3303755,-0.034127206,-0.14496316,-0.10586167,-0.2528881,-0.1273656,-0.13159513,-0.017640878
13428,0,gmsc,xgboost,shap,-1.4203291,0.05872106,-0.28553712,0.2957273,0.004546102,0.39457554,-0.2400634,-0.20587513,-0.11543557,0.00324228
13819,0,gmsc,xgboost,shap,-0.9194274,0.14517783,-0.33977053,-0.2927879,0.026885796,-0.19906722,-0.24772565,-0.15743636,-0.12646264,-0.0629868
13923,0,gmsc,xgboost,shap,0.03747867,0.7094404,-0.31624937,0.28883135,-0.0056902166,-0.096006766,-0.28752118,-0.043879826,-0.13031964,-0.023608962
14015,0,gmsc,xgboost,shap,-0.95093817,0.098962404,-0.33396846,-0.23968229,0.015108992,-0.13049017,-0.25206432,-0.15639775,-0.12966515,-0.02145071
14202,0,gmsc,xgboost,shap,-1.1830089,-0.5114701,-0.3356346,-0.02656753,0.018112302,0.19735165,-0.258761,0.2890497,-0.12884197,-0.018561838
14851,0,gmsc,xgboost,shap,0.5183931,-0.4647563,-0.38176444,0.24783942,-0.08504649,-0.25931728,-0.3647809,-0.13064006,-0.16286023,-0.019993773
14910,0,gmsc,xgboost,shap,-0.89050466,-0.622909,-0.39453366,-0.1643524,0.049989056,-0.17099537,-0.26726532,-0.16506901,-0.14263247,-0.02320586
15292,0,gmsc,xgboost,shap,-1.1487805,0.07674671,-0.35785377,-0.062390376,-0.06271915,-0.26796967,-0.24324283,-0.19212149,-0.13124225,-0.009716895
15683,0,gmsc,xgboost,shap,-1.4632266,-0.71639013,-0.35419685,-0.23838148,0.12343352,-0.18823376,-0.25794098,0.0010013502,-0.15191153,-0.06696417
16258,0,gmsc,xgboost,shap,-0.7826517,-0.10033766,-0.3545359,-0.10446725,0.18982665,-0.18100664,-0.24452177,0.072665885,-0.13167098,-0.01784882
16307,0,gmsc,xgboost,shap,-0.63243765,0.046112113,-0.29062307,-0.16677459,-0.07173827,0.36566988,-0.2292703,-0.0058955154,-0.12578121,0.0022941956
16533,0,gmsc,xgboost,shap,-1.3166546,-0.2934542,-0.38259754,-0.22177315,-0.10750157,-0.15446407,-0.27089205,-0.21282507,-0.14654596,-0.0113211125
16854,0,gmsc,xgboost,shap,0.3908173,0.10352176,0.72031575,0.049894568,0.018210953,-0.1703394,-0.22512317,0.013092493,0.8545345,-0.08040395
18807,0,gmsc,xgboost,shap,1.2183831,0.090191975,0.9593318,0.14305232,-0.41485828,-0.16211182,-0.18838675,0.010750227,1.0037348,-0.06114957
18835,0,gmsc,xgboost,shap,-1.1027862,-0.3289485,-0.3451003,-0.21204673,-0.1243016,0.20731567,-0.26076806,-0.21295762,-0.13999619,-0.005273731
19025,0,gmsc,xgboost,shap,-0.84207284,0.07297297,-0.33910352,0.03163579,0.04023411,-0.13673957,-0.24758682,-0.13327132,-0.12516455,-0.01788266
19190,0,gmsc,xgboost,shap,0.8857589,0.44643345,-0.31124747,-0.039737556,0.14131816,-0.319685,-0.33451882,0.021569792,-0.14106798,-0.019969217
19494,0,gmsc,xgboost,shap,0.26545233,-0.32577834,-0.27090156,-0.1480508,-0.011653042,-0.19920099,1.5238518,0.06456244,-0.1400779,-0.043115187
19999,0,gmsc,xgboost,shap,0.8819263,0.09942221,-0.29107603,0.33140275,-0.010796817,0.06551865,-0.33264554,-0.13380617,-0.13463666,0.023880955
20220,0,gmsc,xgboost,shap,-0.87628675,0.159201,-0.3399899,-0.07377781,0.0037866812,-0.20064212,-0.24122427,0.04183587,-0.12764911,0.073397964
20381,0,gmsc,xgboost,shap,-0.6297574,0.2096183,-0.2663984,0.19204974,-0.049126036,0.1730373,-0.23359153,-0.032592066,-0.115909696,0.034954615
20390,0,gmsc,xgboost,shap,0.8698584,0.08889975,-0.31459656,0.053389832,-0.1013697,-0.17787403,-0.34551048,-0.072570466,-0.15312508,0.0029745528
20494,0,gmsc,xgboost,shap,-0.7687333,0.11349364,-0.34255427,-0.2466193,-0.22568153,-0.21330544,-0.26039886,-0.18861483,-0.13278936,-0.048688404
20772,0,gmsc,xgboost,shap,-0.48207253,-0.008316713,-0.28370613,-0.07640676,0.032740142,0.08032687,-0.23406266,0.4947993,-0.11078954,0.013309257
20890,0,gmsc,xgboost,shap,-1.077985,0.0022341434,1.554547,-0.23801476,-0.1363028,-0.12766847,-0.23712608,-0.13352524,-0.13363855,-0.01127108
20913,0,gmsc,xgboost,shap,-0.59074396,-0.28676116,-0.3454763,-0.0625373,0.04843995,-0.16520907,-0.26421115,-0.15183671,-0.1299198,-0.012447459
21376,0,gmsc,xgboost,shap,0.6155059,0.1914434,-0.3097198,-0.11341944,0.02898282,-0.22616234,-0.3462321,-0.12198642,-0.14090542,0.08455491
21919,0,gmsc,xgboost,shap,-0.7081123,0.07209053,-0.34028322,-0.014629177,-0.27926666,-0.26787323,-0.25992247,-0.12894791,-0.13466403,-0.07718028
22180,0,gmsc,xgboost,shap,-0.50537163,0.019225176,-0.25756449,0.4333992,0.09931862,0.09052132,-0.21818501,0.6956416,-0.103971705,-0.026164379
22224,0,gmsc,xgboost,shap,-1.2033727,0.09156887,0.75176036,-0.074680045,0.08576719,0.23572414,-0.2405295,0.094231285,-0.13629235,-0.042624928
22606,0,gmsc,xgboost,shap,-1.1676497,0.25429198,-0.31469756,-0.012306689,-0.4565911,-0.21651347,-0.25232682,-0.02654453,-0.11283765,0.14856946
22667,0,gmsc,xgboost,shap,-1.1329825,0.061345268,-0.29787326,0.24706309,0.039334744,0.18285625,-0.24542941,-0.2032246,-0.12062143,-0.003608573
22676,0,gmsc,xgboost,shap,0.03946619,0.2636348,-0.2953367,-0.107262865,0.07213908,0.0760992,-0.29768792,-0.04022733,-0.118605584,-0.03179444
22933,0,gmsc,xgboost,shap,-0.81087846,0.20221035,-0.30662382,0.05773586,0.026399806,-0.30995086,-0.2176382,0.0792758,-0.122310475,-0.10193603
23049,0,gmsc,xgboost,shap,0.4742544,0.5907686,-0.31570342,0.31271845,-0.026371816,-0.28720495,-0.33227235,-0.03922717,-0.1462632,-0.039424155
23218,0,gmsc,xgboost,shap,-1.2369678,-0.37670526,-0.33483195,-0.19432919,0.026004063,0.27722475,-0.24692096,0.083408244,-0.1342834,0.019803636
23293,0,gmsc,xgboost,shap,-1.324274,-0.4282755,-0.41815287,0.14257956,-0.13357724,-0.24292326,-0.27263287,-0.03136652,-0.13602194,-0.020293362
23420,0,gmsc,xgboost,shap,-1.2940588,-0.1104381,-0.37075353,-0.20921901,-0.07672515,-0.14386249,-0.26464793,-0.20029253,-0.14643379,-0.008668558
23751,0,gmsc,xgboost,shap,-0.020001387,0.17822185,-0.3234724,-0.03581129,0.09538892,-0.22630103,-0.29844877,-0.1441222,-0.12766004,-0.048609458
24039,0,gmsc,xgboost,shap,0.45311284,-0.67010134,-0.39967713,-0.19870462,-0.14237532,-0.17469715,-0.36621463,-0.15598136,-0.17906454,-0.0046642786
24524,0,gmsc,xgboost,shap,-0.9182292,0.24098451,-0.33546066,-0.17951706,0.14222784,-0.17919295,-0.24700306,-0.03630815,-0.12183015,-0.04721724
24677,0,gmsc,xgboost,shap,0.442243,0.109943755,-0.30286336,-0.053801667,-0.061028536,0.051819198,-0.3361343,-0.115367174,-0.14193426,0.006899469
24858,0,gmsc,xgboost,shap,-1.3666677,-0.5775589,-0.34863636,-0.24260835,0.07023078,0.25229484,-0.26342988,-0.1398453,-0.12986314,0.022474175
24866,0,gmsc,xgboost,shap,0.93638253,0.074296094,-0.29548818,0.12093872,0.113776825,0.09804516,-0.33101755,-0.054466523,-0.13933837,0.030799983
25022,0,gmsc,xgboost,shap,-1.2016889,-0.42614123,-0.3759248,0.09685531,-0.048470877,-0.22158378,-0.27287066,-0.051746882,-0.14384481,-0.030616177
25143,0,gmsc,xgboost,shap,-1.4694105,0.12873009,-0.34078223,0.08041224,0.15058729,-0.1150625,-0.23984113,0.08215215,-0.12681869,-0.10652859
25573,0,gmsc,xgboost,shap,-1.3290977,0.28795612,-0.35010237,0.15592918,-0.073962614,-0.32718918,-0.25376433,-0.06283317,-0.12691568,-0.07098497
25590,0,gmsc,xgboost,shap,-0.87552303,0.22523291,-0.3325014,-0.182328,-0.047530234,-0.17585635,-0.23694412,-0.18709564,-0.12403781,-0.024170207
26471,0,gmsc,xgboost,shap,0.44681904,0.18445288,-0.32219175,-0.078171484,0.027075117,-0.16759191,-0.34630904,-0.1100055,-0.14429127,-0.0015157976
26639,1,gmsc,xgboost,shap,-1.3818657,-0.5825428,-0.4080691,0.018901471,-0.1325038,-0.14448188,-0.27103555,-0.026057195,-0.14401887,-0.026724024
26829,0,gmsc,xgboost,shap,-1.2636929,0.06254622,-0.29280752,-0.14099972,0.01223067,0.3176552,-0.24041854,-0.14291386,-0.12155171,0.03305248
27026,0,gmsc,xgboost,shap,-1.6279994,-0.1774035,-0.36135224,0.0784675,0.0008174174,-0.1300689,-0.25873762,-0.0568617,-0.14146505,-0.049658835
27528,0,gmsc,xgboost,shap,-1.2269073,-0.36261028,-0.31966016,-0.22978075,-0.1311411,0.37134957,-0.25173447,0.027777482,-0.1333475,0.049155124
27620,0,gmsc,xgboost,shap,-1.2610948,-0.32672247,-0.36874136,0.03249082,0.13696681,0.33511946,-0.24670266,0.07631298,-0.12842299,-0.018049456
28077,0,gmsc,xgboost,shap,-1.1077514,0.38046646,-0.31610075,0.27143556,0.04635847,-0.20545794,-0.25323784,0.0352287,-0.1268397,0.02512791
28873,0,gmsc,xgboost,shap,-0.850397,0.115282476,-0.3358899,-0.2432164,0.03557388,-0.103493504,-0.24687025,-0.16074926,-0.13448709,0.008818892
28951,0,gmsc,xgboost,shap,-1.3800945,0.027055437,-0.32233375,-0.010706439,-0.10324777,0.11408704,-0.24651322,-0.19036958,-0.12513424,-0.0042454037
29064,0,gmsc,xgboost,shap,-0.4369558,0.050534107,-0.27701274,0.3416101,0.020532833,0.005516993,-0.25059366,-0.032714836,-0.117307626,0.0698051
29856,0,gmsc,xgboost,shap,0.54870236,0.052034453,0.6998967,0.16536517,0.107385434,0.22367762,-0.21008325,0.031029498,0.78448975,-0.010530909
