dataset,model,explainer,metric,n_instances,mean,median,std,q25,q75,ci_low,ci_high,ci_status
taiwan,random_forest,shap,topk_minus_random_k1,50,0.03209008661445232,-0.0036210743376220503,0.07976023996974717,-0.0069885411147601,0.045360391485704296,0.014303166020899555,0.04746326986050305,OK
taiwan,xgboost,lime,topk_minus_random_k1,50,0.03628955466579644,0.0223927423357963,0.04646849741328618,-0.0015856595709919752,0.07251253910362718,0.027655214570573475,0.04458491680772884,OK
taiwan,xgboost,shap,topk_minus_random_k1,50,0.07300238516367968,0.0632190704345703,0.09769514753218841,-0.007760028936900126,0.11011251434683796,0.05224195385419372,0.0921964652383758,OK
german,lightgbm,lime,faithfulness_enrichment_k1,50,2.592013049768298,1.740785309459925,2.738494491795922,0.38838911794142655,4.24838583572908,2.0728054813355414,3.094499413511659,OK
german,lightgbm,shap,faithfulness_enrichment_k1,50,8.8425468704583,6.690955555603201,8.075636498075554,3.6627564380704607,12.268084513360527,7.183998128696524,10.33673690386204,OK
german,mlp,lime,faithfulness_enrichment_k1,50,1.309660939636481,0.5872539911809439,2.0453152641312,0.25597580092565186,1.531621542221814,0.9523209474573142,1.6145420233916283,OK
german,mlp,shap,faithfulness_enrichment_k1,50,6.83202179607353,5.491301236004367,5.951359907626619,3.3004536559249944,8.524054540179417,5.944632655312858,7.638332606835774,OK
german,random_forest,lime,faithfulness_enrichment_k1,50,1.8069923231075335,0.6363706960594848,2.9056329396169693,0.1785264555209871,2.3318234540758214,1.2416198288035927,2.2870355005050875,OK
german,random_forest,shap,faithfulness_enrichment_k1,50,8.786906469841666,7.479315902719078,8.33507650198245,3.862726619060255,11.361731349809556,7.0714540373735835,10.361488611479576,OK
german,xgboost,lime,faithfulness_enrichment_k1,50,2.144338914926164,1.2203670144081116,2.309262079857563,0.45498111099004745,3.277750551700592,1.68189557565905,2.59267989028352,OK
german,xgboost,shap,faithfulness_enrichment_k1,50,8.043099120616914,6.65083909034729,6.643525491313523,3.6647986769676213,10.626655101776123,6.6972997183118546,9.278465007231295,OK
gmsc,lightgbm,lime,faithfulness_enrichment_k1,50,0.9723819534328556,0.47893581673768515,1.198783861824677,0.12902670622110138,1.502129670373647,0.7479713652875025,1.1855966404036575,OK
gmsc,lightgbm,shap,faithfulness_enrichment_k1,50,4.7047476595817646,4.129877202970354,3.4675994232371803,2.513133655194019,5.937101416678467,3.9756876446714604,5.388764534382849,OK
gmsc,mlp,lime,faithfulness_enrichment_k1,50,1.85465889035274,0.8752483779995264,2.9219819599589067,0.08341110362739758,2.52905965713535,1.318133805342979,2.3183843840248084,OK
gmsc,mlp,shap,faithfulness_enrichment_k1,50,2.4238308059771763,1.6896597070597723e-06,3.4576047014547084,2.861306450477186e-07,4.485123683247811,1.8414570394693566,3.0261212296787066,OK
gmsc,random_forest,lime,faithfulness_enrichment_k1,50,0.9293079439369619,0.5337193408920848,1.049817109103398,0.09041310781812698,1.5372279545375052,0.731401253179539,1.1203771320109697,OK
gmsc,random_forest,shap,faithfulness_enrichment_k1,50,4.824421830250798,3.9263331681937093,4.550212410684847,1.8727684602370678,6.326503264613931,3.8209188427139007,5.73436069277251,OK
gmsc,xgboost,lime,faithfulness_enrichment_k1,50,1.1287688666004687,0.5468403100967407,1.4658977507762947,0.09118119068443772,1.6706930994987488,0.8548835530652926,1.386520832744692,OK
gmsc,xgboost,shap,faithfulness_enrichment_k1,50,3.9845352884456515,3.355673313140869,3.7521486271771973,1.3612566590309143,5.396249413490295,3.170451872149208,4.734291529247339,OK
taiwan,lightgbm,lime,faithfulness_enrichment_k1,50,3.6495037243442265,1.5866588463232871,4.922146995925872,0.6097886774673233,5.161095892763072,2.652126052074538,4.504493607002906,OK
taiwan,lightgbm,shap,faithfulness_enrichment_k1,50,7.29449852034881,5.680716384644852,8.792387435857428,2.3521623919425165,9.151331478729006,5.362397298684458,8.880755627187773,OK
taiwan,mlp,lime,faithfulness_enrichment_k1,50,3.712358211210622,1.9153204689292918,4.477627495405581,0.7922363675533153,5.107034380886024,2.9624668388517055,4.401721266926961,OK
taiwan,mlp,shap,faithfulness_enrichment_k1,50,4.928799238854858,3.8640172292667785,5.224706637384539,2.4855971551242347e-06,7.647455534572467,3.9718390440516416,5.827554869511554,OK
taiwan,random_forest,lime,faithfulness_enrichment_k1,50,4.798145739326132,2.0994294424846585,10.345897111027934,0.8403051255286135,4.103400208681965,2.7783778282018092,6.363313599445042,OK
taiwan,random_forest,shap,faithfulness_enrichment_k1,50,2.607504516616803,0.17408382546885603,4.59212423362763,1.4817414020213256e-14,3.86534284212909,1.5943676551081976,3.5049887413946106,OK
taiwan,xgboost,lime,faithfulness_enrichment_k1,50,3.66620806360431,2.1936744451522827,4.056554026118242,0.8839279115200043,5.266380429267883,2.8883533452760766,4.358978566690964,OK
taiwan,xgboost,shap,faithfulness_enrichment_k1,50,4.8828605543226,3.8347504138946533,5.576391754606654,0.5007511451840401,7.302219748497009,3.701117785946333,5.934572892362251,OK
german,lightgbm,lime,topk_minus_random_k3,50,0.07170787220823621,0.02033860889052095,0.15606988502089728,-0.04279641316301258,0.1609588257608825,0.042079958540028835,0.10168445344829191,OK
german,lightgbm,shap,topk_minus_random_k3,50,0.2706117972625908,0.22399550532081913,0.22427340370599738,0.0998302821003883,0.453953394911163,0.2242592781886777,0.3169401150736587,OK
german,mlp,lime,topk_minus_random_k3,50,0.04214233337786889,0.0156613535644922,0.11019600526242891,-0.023991932006685097,0.07324840008702517,0.027867330224610482,0.05557205102256698,OK
german,mlp,shap,topk_minus_random_k3,50,0.14462670453782772,0.11116491341672244,0.1775786102151345,0.0132340030830842,0.22994734334753844,0.12540448477985155,0.16312576767738154,OK
german,random_forest,lime,topk_minus_random_k3,50,0.03685638387258426,0.02074974237606855,0.0648437508794579,-0.010628841851434576,0.06677694693282646,0.025039723165703104,0.047992524050868,OK
german,random_forest,shap,topk_minus_random_k3,50,0.14031696582158043,0.14473200996533897,0.11689120720228584,0.03048833871292145,0.21525891264766972,0.11581579497740567,0.1653372813414884,OK
german,xgboost,lime,topk_minus_random_k3,50,0.07455090647563338,0.0289554968476295,0.1628177069583621,-0.041382147930562475,0.1742869913578033,0.04199624873242566,0.10641929673799604,OK
german,xgboost,shap,topk_minus_random_k3,50,0.31341873099282386,0.2654806077480316,0.24908428305540692,0.11531623452901837,0.5480021983385086,0.2610407423754318,0.36561954103466565,OK
gmsc,lightgbm,lime,topk_minus_random_k3,50,0.024482958900470628,0.0063806688455898,0.11016612186104155,-0.025266978471855574,0.04045348645375602,0.001932219096842928,0.046368681407659006,OK
gmsc,lightgbm,shap,topk_minus_random_k3,50,0.1322547376507048,0.083337411724105,0.1420993424396655,0.04099335171859798,0.2089232705886651,0.10165786818079163,0.16128346323628073,OK
gmsc,mlp,lime,topk_minus_random_k3,50,-0.005398154649726464,-0.0012916459237405,0.04062383942174042,-0.006417144972780875,0.0035505992392115496,-0.010702504045756974,0.0006064083125721662,OK
gmsc,mlp,shap,topk_minus_random_k3,50,0.027709426123678837,0.0049760210589763505,0.0779552765699239,-0.00372964848316695,0.018829144338620873,0.01043509385577341,0.0415818398157892,OK
gmsc,random_forest,lime,topk_minus_random_k3,50,0.03842493565572223,0.02406606670485025,0.10278315286420252,-0.012705178758298375,0.05575543658449188,0.01681311239178302,0.059254570556482845,OK
gmsc,random_forest,shap,topk_minus_random_k3,50,0.10266085249728626,0.0554063564780872,0.13613348543392947,0.00027409403694514996,0.17648949619670018,0.07300377689771931,0.13067697432396225,OK
gmsc,xgboost,lime,topk_minus_random_k3,50,0.03142114318162202,0.00985530205070965,0.10441803820170512,-0.019844557158648923,0.05545058567076915,0.01236907931722645,0.04959722331233527,OK
gmsc,xgboost,shap,topk_minus_random_k3,50,0.1053827966414392,0.07181466743350025,0.14376831595869097,-0.00013170577585692498,0.16121125593781466,0.07555300796324695,0.13408597607468348,OK
taiwan,lightgbm,lime,topk_minus_random_k3,50,0.019614682316529596,0.01215446743230835,0.06255219849300886,-0.021389872852375376,0.05201008293369307,0.009891399996744708,0.029296513562629523,OK
taiwan,lightgbm,shap,topk_minus_random_k3,50,0.131723049834766,0.0972056674188258,0.12315890796958677,0.04295269415215172,0.1990888490239361,0.10587327282844428,0.15538017140447563,OK
taiwan,mlp,lime,topk_minus_random_k3,50,0.009434338030608565,0.00772585022156365,0.04528101717739191,-0.01541262658646785,0.03536956649964387,0.0022169269364820973,0.01699991816842437,OK
taiwan,mlp,shap,topk_minus_random_k3,50,0.09628736320418677,0.0432409565286768,0.13038651696497205,0.01007129951335655,0.13538949217974225,0.06944986312823806,0.1209392687622268,OK
taiwan,random_forest,lime,topk_minus_random_k3,50,0.0073038180033352645,0.008782788593062401,0.03158267993249374,-0.0104992580527398,0.02495888797599815,0.001198306140408747,0.013357834432893581,OK
taiwan,random_forest,shap,topk_minus_random_k3,50,0.0642195846591665,0.0286617512848403,0.09920930437257744,0.00611572170574555,0.06660124338845617,0.04238179790056402,0.08373918934969628,OK
taiwan,xgboost,lime,topk_minus_random_k3,50,0.03279874247685073,0.02471415325999255,0.06430231805982109,-0.016590284183621375,0.0752766747027635,0.023101335102604197,0.042339759081782335,OK
taiwan,xgboost,shap,topk_minus_random_k3,50,0.12672696622088553,0.08742895349860186,0.13035118972551468,0.029537645168602425,0.20801292359828943,0.09910296732566475,0.15179427574947477,OK
german,lightgbm,lime,faithfulness_enrichment_k3,50,2.106902394431506,1.2668374688864699,2.4045176682113443,0.4818226835101989,3.060388715442465,1.634612227196768,2.5326500902603755,OK
german,lightgbm,shap,faithfulness_enrichment_k3,50,6.029806980688175,3.3200025089626495,7.546121104563556,1.973702169851926,5.49785116765886,4.450071551610296,7.503863967915097,OK
german,mlp,lime,faithfulness_enrichment_k3,50,1.6219927225581556,1.260008243470698,1.430569689208278,0.5550424022401252,2.2127476624015063,1.4286846491241465,1.8025541291378606,OK
german,mlp,shap,faithfulness_enrichment_k3,50,4.157347323763927,2.9331337724737594,6.388413929900026,1.230111734097071,4.799421375553988,3.3158227934589433,4.892931155642922,OK
german,random_forest,lime,faithfulness_enrichment_k3,50,1.988508976233014,1.6098233555417183,1.5681377576005409,0.8245954878749109,2.823151134084125,1.6839658606000107,2.270432680681396,OK
german,random_forest,shap,faithfulness_enrichment_k3,50,4.048529224476926,4.004825623252159,2.462823459448031,1.9376687689236314,5.53712287496767,3.537370634796578,4.565674233480446,OK
german,xgboost,lime,faithfulness_enrichment_k3,50,2.1112672990746795,1.3971218466758728,2.460424945455452,0.593156173825264,2.79895269870758,1.6229482400776745,2.5607839150485714,OK
german,xgboost,shap,faithfulness_enrichment_k3,50,6.696289382070303,3.4412505626678467,8.600027865301726,2.096086084842682,6.482567071914673,4.920555120414264,8.396339594818476,OK
gmsc,lightgbm,lime,faithfulness_enrichment_k3,50,1.321934932145126,1.161183411656669,0.9311648744341124,0.5273870274323332,2.0418637411368135,1.1327948722378114,1.505624625724384,OK
gmsc,lightgbm,shap,faithfulness_enrichment_k3,50,2.6041078119318324,2.4940477966668944,1.321375850589043,1.8538322329817052,3.3224552461973347,2.3334350025272133,2.8707593067042563,OK
gmsc,mlp,lime,faithfulness_enrichment_k3,50,1.0403374452584035,0.7674089841437397,0.9393520968443917,0.3401713727757319,1.4895156549925725,0.8884573608066334,1.1835303262422214,OK
gmsc,mlp,shap,faithfulness_enrichment_k3,50,1.4470213749312852,1.4194954092085799,1.3053957422262643,3.992782395174111e-07,2.4496468188221794,1.2201787244324593,1.6789622788771457,OK
gmsc,random_forest,lime,faithfulness_enrichment_k3,50,1.6155292718014251,1.6025169334745675,1.0964420881134724,0.5021008760133105,2.43455408795365,1.3972438043191104,1.8331194122358039,OK
gmsc,random_forest,shap,faithfulness_enrichment_k3,50,2.19216751129983,2.150377388745083,1.4420123590709182,1.012036234292011,3.259352434736171,1.8844322070457902,2.479760130236105,OK
gmsc,xgboost,lime,faithfulness_enrichment_k3,50,1.3922721939645708,1.2308501601219177,0.9040948963316698,0.7042565047740936,1.9926502704620361,1.2324202257508947,1.549460223985342,OK
gmsc,xgboost,shap,faithfulness_enrichment_k3,50,2.261060062658042,1.9927200078964233,1.672048190484215,0.9975644201040267,3.205840528011322,1.92155398668646,2.5952159884742283,OK
taiwan,lightgbm,lime,faithfulness_enrichment_k3,50,1.865978155949866,1.3184600583847808,2.1312534555263474,0.3730181570169124,2.4697517788502785,1.4761072203205283,2.201664520392911,OK
taiwan,lightgbm,shap,faithfulness_enrichment_k3,50,4.265841396630891,3.8564946263864925,3.0354986377661883,2.114253922083317,5.384706499367284,3.631941650584575,4.853286726358586,OK
taiwan,mlp,lime,faithfulness_enrichment_k3,50,1.7806630197438604,1.301258462787703,1.6577126382716203,0.47951980585770204,2.587751699845956,1.5011389880329318,2.046114785989311,OK
taiwan,mlp,shap,faithfulness_enrichment_k3,50,3.5818084003176023,2.935470126540096,2.8583383472404913,1.5091905599646742,4.794149542050302,3.0807188138684,4.050569140594003,OK
taiwan,random_forest,lime,faithfulness_enrichment_k3,50,1.7912229408613538,1.3574375156625487,1.5099100865350272,0.520165663893595,2.8595872856742677,1.4999916356874479,2.0622858321850734,OK
taiwan,random_forest,shap,faithfulness_enrichment_k3,50,3.0918201451647516,2.222567410929223,2.4742843814813766,1.3005857155872453,4.53378325018072,2.5784255972218455,3.5762052070918626,OK
taiwan,xgboost,lime,faithfulness_enrichment_k3,50,1.9795398958101869,1.6208375096321106,1.673876332862336,0.6343988478183746,2.8391836285591125,1.677172994046705,2.259313784369359,OK
taiwan,xgboost,shap,faithfulness_enrichment_k3,50,3.9720574977099896,3.170733332633972,3.288236631508438,1.8392094373703,4.830953001976013,3.2760344908581547,4.592443107130626,OK
german,lightgbm,lime,topk_minus_random_k5,50,0.06872162710216023,0.036417999520958644,0.17691753086531217,-0.06462900728965568,0.17452807918377566,0.03546897721232953,0.10248669995282432,OK
german,lightgbm,shap,topk_minus_random_k5,50,0.2719613953744974,0.2662654527810743,0.23595204124424105,0.08194224189967003,0.4495119437742484,0.22469659496772182,0.32098107492029987,OK
german,mlp,lime,topk_minus_random_k5,50,0.06551993810879449,0.0380173247941721,0.1408028194896515,-0.03449569536570605,0.13636484558935225,0.04914292798764726,0.08117078760060119,OK
german,mlp,shap,topk_minus_random_k5,50,0.13221186565659684,0.0977872984274923,0.17205803507480924,0.018423113050059673,0.21792432120100272,0.11083432015355667,0.15395918858162191,OK
german,random_forest,lime,topk_minus_random_k5,50,0.05879490282216893,0.0314813919814965,0.09198623550264047,-0.0129844102670235,0.13693003975733492,0.040551708527013626,0.07562199083730867,OK
german,random_forest,shap,topk_minus_random_k5,50,0.12175646989381703,0.097443203328221,0.11798790449928184,0.01829954211201615,0.20981181814881694,0.0972911150678169,0.14637721629834505,OK
german,xgboost,lime,topk_minus_random_k5,50,0.08369429689645767,0.0691382400691509,0.17140533538962255,-0.04031218215823168,0.18257498368620867,0.051721033419222164,0.11566825647637331,OK
german,xgboost,shap,topk_minus_random_k5,50,0.3342477387189865,0.33459605276584625,0.2689254974495612,0.09214751794934267,0.5532586127519608,0.2792769787304708,0.39067972811359547,OK
gmsc,lightgbm,lime,topk_minus_random_k5,50,0.05390472286523934,0.0290379570954216,0.10759388220365469,-0.011399907150734825,0.09429287860427703,0.03237788312725981,0.07447862204628676,OK
gmsc,lightgbm,shap,topk_minus_random_k5,50,0.0974045151717259,0.05919371630928735,0.11746377517070565,0.019700988704512024,0.1537972999098928,0.07229373766340748,0.12102331757367829,OK
gmsc,mlp,lime,topk_minus_random_k5,50,0.009535429416300195,0.0026458006691726,0.038186669464752146,-0.00234443833787325,0.01126166145846955,0.0025829425422067144,0.014853278739976007,OK
gmsc,mlp,shap,topk_minus_random_k5,50,0.01984416218353916,0.00497397806692365,0.05396333928218457,-0.000360645584915825,0.013970275725777475,0.00767166714165046,0.02940840900109251,OK
gmsc,random_forest,lime,topk_minus_random_k5,50,0.0450518310157171,0.02678402431979185,0.09769671590431156,-0.009021382248022725,0.0864493533735389,0.0249958752249077,0.06444048744220841,OK
gmsc,random_forest,shap,topk_minus_random_k5,50,0.07925735737630006,0.0494996986282581,0.0990675180739943,0.009111137163097374,0.1301383395928276,0.057732157075987396,0.09962496321249294,OK
gmsc,xgboost,lime,topk_minus_random_k5,50,0.056791134856641286,0.0380928330123424,0.10128730052910934,-0.0124223548918962,0.10558344051241866,0.03702805475660013,0.0752404096788282,OK
gmsc,xgboost,shap,topk_minus_random_k5,50,0.0802861899808049,0.05493708513677115,0.10783918486827386,0.0034574782475829,0.14191358909010882,0.05789036148961518,0.10224457099263573,OK
taiwan,lightgbm,lime,topk_minus_random_k5,50,0.012648566236232128,0.00995581781958145,0.06338851199851084,-0.02746559108490785,0.05155479104985732,0.0017754727894018752,0.02367109415919429,OK
taiwan,lightgbm,shap,topk_minus_random_k5,50,0.144118701384071,0.0979531903011644,0.13708772584389756,0.031285810730001175,0.24706720144890898,0.11519741878417492,0.17123763959412092,OK
taiwan,mlp,lime,topk_minus_random_k5,50,-0.003922361964085685,0.00103862645753545,0.06360611371244895,-0.02714462921002835,0.0288389664912882,-0.01484910963252954,0.007889736222048084,OK
taiwan,mlp,shap,topk_minus_random_k5,50,0.0895794902255111,0.04461943337191785,0.1313163984411752,0.006371256617734875,0.12548061290959883,0.062393819802843545,0.11383469521654614,OK
taiwan,random_forest,lime,topk_minus_random_k5,50,-0.0006237260607020478,0.007035849338831951,0.04173341451917106,-0.0233089005078544,0.025392483763289075,-0.008945846163087056,0.008023481100301473,OK
taiwan,random_forest,shap,topk_minus_random_k5,50,0.07452851822001547,0.037867490054975694,0.11303799121652179,0.0037079988951923,0.07950737853319953,0.049841249571112814,0.09723270699177576,OK
taiwan,xgboost,lime,topk_minus_random_k5,50,0.020786283943802105,0.0219205934554338,0.06833266660629815,-0.02125865221023555,0.06974182650446888,0.008852203727826803,0.032868613470618195,OK
taiwan,xgboost,shap,topk_minus_random_k5,50,0.13679829350486397,0.09375311061739916,0.14331511054212306,0.026478067971765974,0.22402550652623174,0.10674866356767938,0.16455796367711115,OK
german,lightgbm,lime,faithfulness_enrichment_k5,50,2.1271084049654267,1.2640175006721432,3.8308868044862323,0.5337948778754225,2.2856433423957485,1.4523839764244286,2.666704300721187,OK
german,lightgbm,shap,faithfulness_enrichment_k5,50,4.114534033697383,2.679886450229533,6.9617131451953504,1.6260058710484877,3.8862509194736687,2.792280017949515,5.144765578067077,OK
german,mlp,lime,faithfulness_enrichment_k5,50,1.85295261983506,1.4437336797445204,1.834700918797547,0.5752977279696836,2.5337005338427687,1.6248288984950434,2.0581475892754537,OK
german,mlp,shap,faithfulness_enrichment_k5,50,2.914903346757642,2.187566790476232,4.2620275165905985,1.1333076195659413,3.456070016043124,2.3364192753208908,3.3861022316393212,OK
german,random_forest,lime,faithfulness_enrichment_k5,50,1.9252483569627652,1.6207733705522864,1.4342187230286443,0.8264589195311134,2.879447568170384,1.6481903638979816,2.1867935650029917,OK
german,random_forest,shap,faithfulness_enrichment_k5,50,2.6305470758110197,2.5822578546785064,1.4475618246476345,1.4749008557861254,3.764136635447839,2.333414413576544,2.923361700986309,OK
german,xgboost,lime,faithfulness_enrichment_k5,50,1.875235446676612,1.5003708600997925,1.7771864008368807,0.6487656235694885,2.4203556180000305,1.5289695360208628,2.1962073616991984,OK
german,xgboost,shap,faithfulness_enrichment_k5,50,4.210002627447247,2.842989206314087,5.465739011825692,1.7506257891654968,4.278820753097534,3.067988209210957,5.162970905855182,OK
