dataset,model,instance_id,feature,perturbation,magnitude,original_value,perturbed_value,original_probability,perturbed_probability,probability_change,absolute_probability_change,original_prediction,perturbed_prediction,prediction_changed,true_label
german,xgboost,55,duration,relative_minus_5,-0.05,45.0,47.25,0.33212071657180786,0.32034561038017273,-0.011775106191635132,0.011775106191635132,0,0,0,-1
german,xgboost,56,duration,relative_minus_5,-0.05,18.0,18.9,0.9168915748596191,0.9168915748596191,0.0,0.0,1,1,0,-1
german,xgboost,57,duration,relative_minus_5,-0.05,24.0,25.2,0.12220555543899536,0.12220555543899536,0.0,0.0,0,0,0,-1
german,xgboost,58,duration,relative_minus_5,-0.05,6.0,6.3,0.16189272701740265,0.16189272701740265,0.0,0.0,0,0,0,-1
german,xgboost,59,duration,relative_minus_5,-0.05,24.0,25.2,0.6315468549728394,0.6315468549728394,0.0,0.0,1,1,0,-1
german,xgboost,60,duration,relative_minus_5,-0.05,12.0,12.6,0.12445571273565292,0.12445571273565292,0.0,0.0,0,0,0,-1
german,xgboost,61,duration,relative_minus_5,-0.05,18.0,18.9,0.04100687429308891,0.04100687429308891,0.0,0.0,0,0,0,-1
german,xgboost,62,duration,relative_minus_5,-0.05,36.0,37.8,0.5049558877944946,0.5049558877944946,0.0,0.0,1,1,0,-1
german,xgboost,63,duration,relative_minus_5,-0.05,39.0,40.95,0.41145092248916626,0.40410351753234863,-0.007347404956817627,0.007347404956817627,0,0,0,-1
german,xgboost,64,duration,relative_minus_5,-0.05,18.0,18.9,0.9233189821243286,0.9233189821243286,0.0,0.0,1,1,0,-1
german,xgboost,65,duration,relative_minus_5,-0.05,24.0,25.2,0.164531871676445,0.164531871676445,0.0,0.0,0,0,0,-1
german,xgboost,66,duration,relative_minus_5,-0.05,24.0,25.2,0.31084004044532776,0.31084004044532776,0.0,0.0,0,0,0,-1
german,xgboost,67,duration,relative_minus_5,-0.05,36.0,37.8,0.9614232182502747,0.9614232182502747,0.0,0.0,1,1,0,-1
german,xgboost,68,duration,relative_minus_5,-0.05,27.0,28.35,0.48083576560020447,0.5184351801872253,0.037599414587020874,0.037599414587020874,0,1,1,-1
german,xgboost,69,duration,relative_minus_5,-0.05,15.0,15.75,0.7440284490585327,0.7440284490585327,0.0,0.0,1,1,0,-1
german,xgboost,70,duration,relative_minus_5,-0.05,12.0,12.6,0.7888972759246826,0.7888972759246826,0.0,0.0,1,1,0,-1
german,xgboost,71,duration,relative_minus_5,-0.05,24.0,25.2,0.011137815192341805,0.011137815192341805,0.0,0.0,0,0,0,-1
german,xgboost,72,duration,relative_minus_5,-0.05,10.0,10.5,0.04410647973418236,0.04410647973418236,0.0,0.0,0,0,0,-1
german,xgboost,73,duration,relative_minus_5,-0.05,12.0,12.6,0.07533993571996689,0.07533993571996689,0.0,0.0,0,0,0,-1
german,xgboost,74,duration,relative_minus_5,-0.05,12.0,12.6,0.0795583501458168,0.0795583501458168,0.0,0.0,0,0,0,-1
german,xgboost,75,duration,relative_minus_5,-0.05,15.0,15.75,0.5273517370223999,0.5273517370223999,0.0,0.0,1,1,0,-1
german,xgboost,76,duration,relative_minus_5,-0.05,12.0,12.6,0.3063080608844757,0.3063080608844757,0.0,0.0,0,0,0,-1
german,xgboost,77,duration,relative_minus_5,-0.05,24.0,25.2,0.41087862849235535,0.41087862849235535,0.0,0.0,0,0,0,-1
german,xgboost,78,duration,relative_minus_5,-0.05,30.0,31.5,0.04028629884123802,0.04028629884123802,0.0,0.0,0,0,0,-1
german,xgboost,79,duration,relative_minus_5,-0.05,45.0,47.25,0.8726094961166382,0.8665342926979065,-0.0060752034187316895,0.0060752034187316895,1,1,0,-1
german,xgboost,80,duration,relative_minus_5,-0.05,60.0,63.0,0.3864430785179138,0.3864430785179138,0.0,0.0,0,0,0,-1
german,xgboost,81,duration,relative_minus_5,-0.05,54.0,56.7,0.024771392345428467,0.024771392345428467,0.0,0.0,0,0,0,-1
german,xgboost,82,duration,relative_minus_5,-0.05,13.0,13.65,0.2705821990966797,0.2705821990966797,0.0,0.0,0,0,0,-1
german,xgboost,83,duration,relative_minus_5,-0.05,21.0,22.05,0.5973073244094849,0.62250155210495,0.025194227695465088,0.025194227695465088,1,1,0,-1
german,xgboost,84,duration,relative_minus_5,-0.05,36.0,37.8,0.14618752896785736,0.14618752896785736,0.0,0.0,0,0,0,-1
german,xgboost,85,duration,relative_minus_5,-0.05,12.0,12.6,0.025881066918373108,0.025881066918373108,0.0,0.0,0,0,0,-1
german,xgboost,86,duration,relative_minus_5,-0.05,7.0,7.35,0.02392105758190155,0.02392105758190155,0.0,0.0,0,0,0,-1
german,xgboost,87,duration,relative_minus_5,-0.05,36.0,37.8,0.6968122720718384,0.6968122720718384,0.0,0.0,1,1,0,-1
german,xgboost,88,duration,relative_minus_5,-0.05,24.0,25.2,0.003254662500694394,0.003254662500694394,0.0,0.0,0,0,0,-1
german,xgboost,89,duration,relative_minus_5,-0.05,48.0,50.4,0.8224096298217773,0.8224096298217773,0.0,0.0,1,1,0,-1
german,xgboost,90,duration,relative_minus_5,-0.05,42.0,44.1,0.5363795757293701,0.5363795757293701,0.0,0.0,1,1,0,-1
german,xgboost,91,duration,relative_minus_5,-0.05,24.0,25.2,0.40955519676208496,0.40955519676208496,0.0,0.0,0,0,0,-1
german,xgboost,92,duration,relative_minus_5,-0.05,15.0,15.75,0.4440574645996094,0.4440574645996094,0.0,0.0,0,0,0,-1
german,xgboost,93,duration,relative_minus_5,-0.05,18.0,18.9,0.6884033679962158,0.6884033679962158,0.0,0.0,1,1,0,-1
german,xgboost,94,duration,relative_minus_5,-0.05,6.0,6.3,0.012738422490656376,0.012738422490656376,0.0,0.0,0,0,0,-1
german,xgboost,95,duration,relative_minus_5,-0.05,21.0,22.05,0.06840237975120544,0.05481331795454025,-0.013589061796665192,0.013589061796665192,0,0,0,-1
german,xgboost,96,duration,relative_minus_5,-0.05,24.0,25.2,0.2747651934623718,0.2747651934623718,0.0,0.0,0,0,0,-1
german,xgboost,97,duration,relative_minus_5,-0.05,10.0,10.5,0.14724071323871613,0.14724071323871613,0.0,0.0,0,0,0,-1
german,xgboost,98,duration,relative_minus_5,-0.05,24.0,25.2,0.4165569841861725,0.4165569841861725,0.0,0.0,0,0,0,-1
german,xgboost,99,duration,relative_minus_5,-0.05,12.0,12.6,0.013321362435817719,0.013321362435817719,0.0,0.0,0,0,0,-1
german,xgboost,0,duration,relative_plus_5,0.05,18.0,18.9,0.14532507956027985,0.14532507956027985,0.0,0.0,0,0,0,-1
german,xgboost,1,duration,relative_plus_5,0.05,18.0,18.9,0.3661198318004608,0.3661198318004608,0.0,0.0,0,0,0,-1
german,xgboost,2,duration,relative_plus_5,0.05,11.0,11.55,0.09617456048727036,0.09617456048727036,0.0,0.0,0,0,0,-1
german,xgboost,3,duration,relative_plus_5,0.05,36.0,37.8,0.05242149904370308,0.05242149904370308,0.0,0.0,0,0,0,-1
german,xgboost,4,duration,relative_plus_5,0.05,4.0,4.2,0.002389379311352968,0.002389379311352968,0.0,0.0,0,0,0,-1
german,xgboost,5,duration,relative_plus_5,0.05,5.0,5.25,0.011241624131798744,0.011241624131798744,0.0,0.0,0,0,0,-1
german,xgboost,6,duration,relative_plus_5,0.05,30.0,31.5,0.02126064896583557,0.02126064896583557,0.0,0.0,0,0,0,-1
german,xgboost,7,duration,relative_plus_5,0.05,36.0,37.8,0.07431254535913467,0.07431254535913467,0.0,0.0,0,0,0,-1
german,xgboost,8,duration,relative_plus_5,0.05,12.0,12.6,0.02867794781923294,0.02867794781923294,0.0,0.0,0,0,0,-1
german,xgboost,9,duration,relative_plus_5,0.05,24.0,25.2,0.8991640210151672,0.8991640210151672,0.0,0.0,1,1,0,-1
german,xgboost,10,duration,relative_plus_5,0.05,18.0,18.9,0.43120160698890686,0.43120160698890686,0.0,0.0,0,0,0,-1
german,xgboost,11,duration,relative_plus_5,0.05,6.0,6.3,0.528389573097229,0.528389573097229,0.0,0.0,1,1,0,-1
german,xgboost,12,duration,relative_plus_5,0.05,12.0,12.6,0.009822084568440914,0.009822084568440914,0.0,0.0,0,0,0,-1
german,xgboost,13,duration,relative_plus_5,0.05,12.0,12.6,0.11241460591554642,0.11241460591554642,0.0,0.0,0,0,0,-1
german,xgboost,14,duration,relative_plus_5,0.05,6.0,6.3,0.09716489166021347,0.09716489166021347,0.0,0.0,0,0,0,-1
german,xgboost,15,duration,relative_plus_5,0.05,15.0,15.75,0.4787817597389221,0.4787817597389221,0.0,0.0,0,0,0,-1
german,xgboost,16,duration,relative_plus_5,0.05,12.0,12.6,0.00277602463029325,0.00277602463029325,0.0,0.0,0,0,0,-1
german,xgboost,17,duration,relative_plus_5,0.05,30.0,31.5,0.9572583436965942,0.9572583436965942,0.0,0.0,1,1,0,-1
german,xgboost,18,duration,relative_plus_5,0.05,18.0,18.9,0.09437244385480881,0.09437244385480881,0.0,0.0,0,0,0,-1
german,xgboost,19,duration,relative_plus_5,0.05,18.0,18.9,0.9716695547103882,0.9716695547103882,0.0,0.0,1,1,0,-1
german,xgboost,20,duration,relative_plus_5,0.05,18.0,18.9,0.0550624243915081,0.0550624243915081,0.0,0.0,0,0,0,-1
german,xgboost,21,duration,relative_plus_5,0.05,6.0,6.3,0.018732847645878792,0.018732847645878792,0.0,0.0,0,0,0,-1
german,xgboost,22,duration,relative_plus_5,0.05,15.0,15.75,0.07416114211082458,0.07416114211082458,0.0,0.0,0,0,0,-1
german,xgboost,23,duration,relative_plus_5,0.05,18.0,18.9,0.8707629442214966,0.8707629442214966,0.0,0.0,1,1,0,-1
german,xgboost,24,duration,relative_plus_5,0.05,36.0,37.8,0.7920497059822083,0.7920497059822083,0.0,0.0,1,1,0,-1
german,xgboost,25,duration,relative_plus_5,0.05,9.0,9.45,0.4596281051635742,0.4596281051635742,0.0,0.0,0,0,0,-1
german,xgboost,26,duration,relative_plus_5,0.05,30.0,31.5,0.2782054543495178,0.2782054543495178,0.0,0.0,0,0,0,-1
german,xgboost,27,duration,relative_plus_5,0.05,12.0,12.6,0.6968560814857483,0.6968560814857483,0.0,0.0,1,1,0,-1
german,xgboost,28,duration,relative_plus_5,0.05,6.0,6.3,0.0033986191265285015,0.0033986191265285015,0.0,0.0,0,0,0,-1
german,xgboost,29,duration,relative_plus_5,0.05,6.0,6.3,0.4393616020679474,0.4393616020679474,0.0,0.0,0,0,0,-1
german,xgboost,30,duration,relative_plus_5,0.05,15.0,15.75,0.4359388053417206,0.4359388053417206,0.0,0.0,0,0,0,-1
german,xgboost,31,duration,relative_plus_5,0.05,9.0,9.45,0.2954026758670807,0.2954026758670807,0.0,0.0,0,0,0,-1
german,xgboost,32,duration,relative_plus_5,0.05,15.0,15.75,0.016435444355010986,0.016435444355010986,0.0,0.0,0,0,0,-1
german,xgboost,33,duration,relative_plus_5,0.05,9.0,9.45,0.02008327655494213,0.02008327655494213,0.0,0.0,0,0,0,-1
german,xgboost,34,duration,relative_plus_5,0.05,24.0,25.2,0.7229525446891785,0.7229525446891785,0.0,0.0,1,1,0,-1
german,xgboost,35,duration,relative_plus_5,0.05,18.0,18.9,0.39703890681266785,0.39703890681266785,0.0,0.0,0,0,0,-1
german,xgboost,36,duration,relative_plus_5,0.05,36.0,37.8,0.8524562120437622,0.8524562120437622,0.0,0.0,1,1,0,-1
german,xgboost,37,duration,relative_plus_5,0.05,15.0,15.75,0.16694852709770203,0.16694852709770203,0.0,0.0,0,0,0,-1
german,xgboost,38,duration,relative_plus_5,0.05,36.0,37.8,0.38675543665885925,0.38675543665885925,0.0,0.0,0,0,0,-1
german,xgboost,39,duration,relative_plus_5,0.05,12.0,12.6,0.06428443640470505,0.06428443640470505,0.0,0.0,0,0,0,-1
german,xgboost,40,duration,relative_plus_5,0.05,24.0,25.2,0.6213107705116272,0.6213107705116272,0.0,0.0,1,1,0,-1
german,xgboost,41,duration,relative_plus_5,0.05,18.0,18.9,0.3211948573589325,0.3211948573589325,0.0,0.0,0,0,0,-1
german,xgboost,42,duration,relative_plus_5,0.05,12.0,12.6,0.5845916867256165,0.5845916867256165,0.0,0.0,1,1,0,-1
german,xgboost,43,duration,relative_plus_5,0.05,15.0,15.75,0.9279054999351501,0.9279054999351501,0.0,0.0,1,1,0,-1
german,xgboost,44,duration,relative_plus_5,0.05,27.0,28.35,0.35836517810821533,0.39679110050201416,0.03842592239379883,0.03842592239379883,0,0,0,-1
german,xgboost,45,duration,relative_plus_5,0.05,18.0,18.9,0.23765133321285248,0.23765133321285248,0.0,0.0,0,0,0,-1
german,xgboost,46,duration,relative_plus_5,0.05,48.0,50.4,0.015967916697263718,0.015967916697263718,0.0,0.0,0,0,0,-1
german,xgboost,47,duration,relative_plus_5,0.05,10.0,10.5,0.10486079752445221,0.10486079752445221,0.0,0.0,0,0,0,-1
german,xgboost,48,duration,relative_plus_5,0.05,30.0,31.5,0.01368929073214531,0.01368929073214531,0.0,0.0,0,0,0,-1
german,xgboost,49,duration,relative_plus_5,0.05,24.0,25.2,0.362246036529541,0.362246036529541,0.0,0.0,0,0,0,-1
german,xgboost,50,duration,relative_plus_5,0.05,21.0,22.05,0.059201136231422424,0.06171415001153946,0.002513013780117035,0.002513013780117035,0,0,0,-1
german,xgboost,51,duration,relative_plus_5,0.05,9.0,9.45,0.2117272913455963,0.2117272913455963,0.0,0.0,0,0,0,-1
german,xgboost,52,duration,relative_plus_5,0.05,18.0,18.9,0.1144600659608841,0.1144600659608841,0.0,0.0,0,0,0,-1
german,xgboost,53,duration,relative_plus_5,0.05,18.0,18.9,0.09461341053247452,0.09461341053247452,0.0,0.0,0,0,0,-1
german,xgboost,54,duration,relative_plus_5,0.05,12.0,12.6,0.7814464569091797,0.7814464569091797,0.0,0.0,1,1,0,-1
german,xgboost,55,duration,relative_plus_5,0.05,45.0,47.25,0.33212071657180786,0.32034561038017273,-0.011775106191635132,0.011775106191635132,0,0,0,-1
german,xgboost,56,duration,relative_plus_5,0.05,18.0,18.9,0.9168915748596191,0.9168915748596191,0.0,0.0,1,1,0,-1
german,xgboost,57,duration,relative_plus_5,0.05,24.0,25.2,0.12220555543899536,0.12220555543899536,0.0,0.0,0,0,0,-1
german,xgboost,58,duration,relative_plus_5,0.05,6.0,6.3,0.16189272701740265,0.16189272701740265,0.0,0.0,0,0,0,-1
german,xgboost,59,duration,relative_plus_5,0.05,24.0,25.2,0.6315468549728394,0.6315468549728394,0.0,0.0,1,1,0,-1
german,xgboost,60,duration,relative_plus_5,0.05,12.0,12.6,0.12445571273565292,0.12445571273565292,0.0,0.0,0,0,0,-1
german,xgboost,61,duration,relative_plus_5,0.05,18.0,18.9,0.04100687429308891,0.04100687429308891,0.0,0.0,0,0,0,-1
german,xgboost,62,duration,relative_plus_5,0.05,36.0,37.8,0.5049558877944946,0.5049558877944946,0.0,0.0,1,1,0,-1
german,xgboost,63,duration,relative_plus_5,0.05,39.0,40.95,0.41145092248916626,0.40410351753234863,-0.007347404956817627,0.007347404956817627,0,0,0,-1
german,xgboost,64,duration,relative_plus_5,0.05,18.0,18.9,0.9233189821243286,0.9233189821243286,0.0,0.0,1,1,0,-1
german,xgboost,65,duration,relative_plus_5,0.05,24.0,25.2,0.164531871676445,0.164531871676445,0.0,0.0,0,0,0,-1
german,xgboost,66,duration,relative_plus_5,0.05,24.0,25.2,0.31084004044532776,0.31084004044532776,0.0,0.0,0,0,0,-1
german,xgboost,67,duration,relative_plus_5,0.05,36.0,37.8,0.9614232182502747,0.9614232182502747,0.0,0.0,1,1,0,-1
german,xgboost,68,duration,relative_plus_5,0.05,27.0,28.35,0.48083576560020447,0.5184351801872253,0.037599414587020874,0.037599414587020874,0,1,1,-1
german,xgboost,69,duration,relative_plus_5,0.05,15.0,15.75,0.7440284490585327,0.7440284490585327,0.0,0.0,1,1,0,-1
german,xgboost,70,duration,relative_plus_5,0.05,12.0,12.6,0.7888972759246826,0.7888972759246826,0.0,0.0,1,1,0,-1
german,xgboost,71,duration,relative_plus_5,0.05,24.0,25.2,0.011137815192341805,0.011137815192341805,0.0,0.0,0,0,0,-1
german,xgboost,72,duration,relative_plus_5,0.05,10.0,10.5,0.04410647973418236,0.04410647973418236,0.0,0.0,0,0,0,-1
german,xgboost,73,duration,relative_plus_5,0.05,12.0,12.6,0.07533993571996689,0.07533993571996689,0.0,0.0,0,0,0,-1
german,xgboost,74,duration,relative_plus_5,0.05,12.0,12.6,0.0795583501458168,0.0795583501458168,0.0,0.0,0,0,0,-1
german,xgboost,75,duration,relative_plus_5,0.05,15.0,15.75,0.5273517370223999,0.5273517370223999,0.0,0.0,1,1,0,-1
german,xgboost,76,duration,relative_plus_5,0.05,12.0,12.6,0.3063080608844757,0.3063080608844757,0.0,0.0,0,0,0,-1
german,xgboost,77,duration,relative_plus_5,0.05,24.0,25.2,0.41087862849235535,0.41087862849235535,0.0,0.0,0,0,0,-1
german,xgboost,78,duration,relative_plus_5,0.05,30.0,31.5,0.04028629884123802,0.04028629884123802,0.0,0.0,0,0,0,-1
german,xgboost,79,duration,relative_plus_5,0.05,45.0,47.25,0.8726094961166382,0.8665342926979065,-0.0060752034187316895,0.0060752034187316895,1,1,0,-1
german,xgboost,80,duration,relative_plus_5,0.05,60.0,63.0,0.3864430785179138,0.3864430785179138,0.0,0.0,0,0,0,-1
german,xgboost,81,duration,relative_plus_5,0.05,54.0,56.7,0.024771392345428467,0.024771392345428467,0.0,0.0,0,0,0,-1
german,xgboost,82,duration,relative_plus_5,0.05,13.0,13.65,0.2705821990966797,0.2705821990966797,0.0,0.0,0,0,0,-1
german,xgboost,83,duration,relative_plus_5,0.05,21.0,22.05,0.5973073244094849,0.62250155210495,0.025194227695465088,0.025194227695465088,1,1,0,-1
german,xgboost,84,duration,relative_plus_5,0.05,36.0,37.8,0.14618752896785736,0.14618752896785736,0.0,0.0,0,0,0,-1
german,xgboost,85,duration,relative_plus_5,0.05,12.0,12.6,0.025881066918373108,0.025881066918373108,0.0,0.0,0,0,0,-1
german,xgboost,86,duration,relative_plus_5,0.05,7.0,7.35,0.02392105758190155,0.02392105758190155,0.0,0.0,0,0,0,-1
german,xgboost,87,duration,relative_plus_5,0.05,36.0,37.8,0.6968122720718384,0.6968122720718384,0.0,0.0,1,1,0,-1
german,xgboost,88,duration,relative_plus_5,0.05,24.0,25.2,0.003254662500694394,0.003254662500694394,0.0,0.0,0,0,0,-1
german,xgboost,89,duration,relative_plus_5,0.05,48.0,50.4,0.8224096298217773,0.8224096298217773,0.0,0.0,1,1,0,-1
german,xgboost,90,duration,relative_plus_5,0.05,42.0,44.1,0.5363795757293701,0.5363795757293701,0.0,0.0,1,1,0,-1
german,xgboost,91,duration,relative_plus_5,0.05,24.0,25.2,0.40955519676208496,0.40955519676208496,0.0,0.0,0,0,0,-1
german,xgboost,92,duration,relative_plus_5,0.05,15.0,15.75,0.4440574645996094,0.4440574645996094,0.0,0.0,0,0,0,-1
german,xgboost,93,duration,relative_plus_5,0.05,18.0,18.9,0.6884033679962158,0.6884033679962158,0.0,0.0,1,1,0,-1
german,xgboost,94,duration,relative_plus_5,0.05,6.0,6.3,0.012738422490656376,0.012738422490656376,0.0,0.0,0,0,0,-1
german,xgboost,95,duration,relative_plus_5,0.05,21.0,22.05,0.06840237975120544,0.05481331795454025,-0.013589061796665192,0.013589061796665192,0,0,0,-1
german,xgboost,96,duration,relative_plus_5,0.05,24.0,25.2,0.2747651934623718,0.2747651934623718,0.0,0.0,0,0,0,-1
german,xgboost,97,duration,relative_plus_5,0.05,10.0,10.5,0.14724071323871613,0.14724071323871613,0.0,0.0,0,0,0,-1
german,xgboost,98,duration,relative_plus_5,0.05,24.0,25.2,0.4165569841861725,0.4165569841861725,0.0,0.0,0,0,0,-1
german,xgboost,99,duration,relative_plus_5,0.05,12.0,12.6,0.013321362435817719,0.013321362435817719,0.0,0.0,0,0,0,-1
german,xgboost,0,duration,relative_minus_10,-0.1,18.0,19.8,0.14532507956027985,0.14532507956027985,0.0,0.0,0,0,0,-1
german,xgboost,1,duration,relative_minus_10,-0.1,18.0,19.8,0.3661198318004608,0.3661198318004608,0.0,0.0,0,0,0,-1
