dataset,model,instance_index,category_correlation,category_rank_agreement,category_sign_agreement
german,xgboost,85,0.12273789548500783,0.6121212121212121,0.3
german,xgboost,86,0.09117292455964986,0.4727272727272727,0.6
german,xgboost,88,-0.37714070255695803,0.7757575757575758,0.6
german,xgboost,91,0.038167872152534345,0.9272727272727272,0.4
german,xgboost,97,-0.568305938548239,0.5393939393939394,0.6
german,xgboost,99,-0.4791504751437362,0.34545454545454546,0.7
german,xgboost,100,0.4231613592316843,0.5818181818181818,0.6
german,xgboost,101,-0.14967512881792974,0.9575757575757575,0.3
german,xgboost,104,0.27255346975248074,0.896969696969697,0.6
german,xgboost,105,-0.2759494054043135,0.8181818181818181,0.6
german,xgboost,106,-0.2829900124346101,0.6909090909090909,0.5
german,xgboost,107,-0.9012154705266782,0.7757575757575758,0.7
german,xgboost,109,-0.3582805700422522,0.7151515151515151,0.4
german,xgboost,114,0.2585739438521823,0.6727272727272727,0.9
german,xgboost,115,-0.433497562689505,0.5575757575757576,0.1
german,xgboost,116,0.09561080081786087,0.6606060606060606,0.4
german,xgboost,117,0.5778444133604685,0.6727272727272727,0.5
german,xgboost,118,-0.01326070328158151,0.703030303030303,0.5
german,xgboost,119,-0.8079210220275579,0.9454545454545454,0.6
german,xgboost,120,-0.5040685257735487,0.5272727272727272,0.4
german,xgboost,121,-0.8285126895530637,0.8181818181818181,0.7
german,xgboost,126,0.43347925935997206,0.49696969696969695,0.6
german,xgboost,130,0.2803193775279796,0.7757575757575758,0.5
german,xgboost,132,-0.12126945633050248,0.3696969696969697,0.3
german,xgboost,135,-0.30119942981711073,0.9393939393939394,0.4
german,xgboost,136,0.15049739358380967,0.7333333333333333,0.4
german,xgboost,137,0.25983981756580143,0.5272727272727272,0.5
german,xgboost,141,0.9574095314217547,0.793939393939394,0.5
german,xgboost,143,-0.1980097829833551,0.696969696969697,0.9
german,xgboost,144,-0.7457671545341068,0.6424242424242425,0.5
german,xgboost,145,0.2818247426579479,0.7757575757575758,0.8
german,xgboost,148,0.22784763551277626,0.806060606060606,0.9
german,xgboost,150,-0.2665135238844225,0.903030303030303,0.5
german,xgboost,151,-0.08372361011648875,0.8848484848484848,0.3
german,xgboost,153,-0.271601431811611,0.33333333333333337,0.4
german,xgboost,154,-0.9805011845837838,0.696969696969697,0.4
german,xgboost,158,-0.6132268752372559,0.5393939393939394,0.8
german,xgboost,159,0.019646489934883844,0.806060606060606,0.5
german,xgboost,161,0.42151631013749796,0.806060606060606,0.8
german,xgboost,162,0.18322813983786707,0.7090909090909091,0.6
german,xgboost,164,0.8052484525359989,0.7272727272727273,0.5
german,xgboost,165,0.4185750514795553,0.9272727272727272,0.7
german,xgboost,166,-0.6991918400770948,0.8424242424242424,0.4
german,xgboost,168,-0.09125435564167726,0.2606060606060606,0.4
german,xgboost,170,0.6358517182116866,0.8909090909090909,0.6
german,xgboost,173,-0.026575067229734024,0.8484848484848484,0.7
german,xgboost,174,-0.8839814880387097,0.7090909090909091,0.7
german,xgboost,175,-0.10833745639584168,0.5878787878787879,0.4
german,xgboost,176,0.38506716981712025,0.8848484848484848,0.6
german,xgboost,178,0.4831565942298231,0.6787878787878787,0.7
german,xgboost,179,0.493898072358125,0.593939393939394,0.8
german,xgboost,181,-0.48467060430784586,0.8484848484848484,0.6
german,xgboost,182,-0.6789002658003125,0.7636363636363637,0.4
german,xgboost,184,0.007183138318544766,0.4121212121212121,0.5
german,xgboost,187,-0.8535171468734665,0.812121212121212,0.6
german,xgboost,189,0.5742600991546499,0.6848484848484848,0.5
german,xgboost,190,0.2690458183641829,0.6,0.5
german,xgboost,192,-0.6109060784287781,0.9272727272727272,0.4
german,xgboost,193,0.3931493307714766,0.5272727272727272,0.6
german,xgboost,194,0.13032002572399615,0.6909090909090909,0.7
german,lightgbm,6,-0.6551461272467237,0.8848484848484848,0.6
german,lightgbm,8,-0.6994062585201708,0.8909090909090909,0.4
german,lightgbm,9,-0.28834451765371605,0.5393939393939394,0.5
german,lightgbm,10,0.8223761100778567,0.806060606060606,0.5
german,lightgbm,12,0.0544180328355582,0.7151515151515151,0.5
german,lightgbm,15,0.28411965061172434,0.8181818181818181,0.4
german,lightgbm,18,0.5603165925074256,0.9090909090909092,0.4
german,lightgbm,21,0.6970770140189819,0.8,0.3
german,lightgbm,22,-0.33784664250923757,0.6727272727272727,0.3
german,lightgbm,23,-0.46717507080468457,0.6909090909090909,0.3
german,lightgbm,24,-0.7800429797903146,0.9272727272727272,0.4
german,lightgbm,27,-0.6726815264164316,0.896969696969697,0.6
german,lightgbm,29,0.27860246183438975,0.7272727272727273,0.6
german,lightgbm,32,0.32641122040322096,0.6181818181818182,0.3
german,lightgbm,38,-0.5134854983465474,0.703030303030303,0.2
german,lightgbm,40,-0.8146164494764271,0.6,0.4
german,lightgbm,45,0.6532302140123426,0.8545454545454545,0.4
german,lightgbm,47,0.004339042964010752,0.5878787878787879,0.4
german,lightgbm,51,0.7068834971552448,0.806060606060606,0.5
german,lightgbm,54,-0.5572604964215516,0.7878787878787878,0.6
german,lightgbm,55,-0.35988391066906966,0.5151515151515151,0.3
german,lightgbm,56,0.5606917907833174,0.6303030303030304,0.5
german,lightgbm,57,-0.7019095697481006,0.8484848484848484,0.2
german,lightgbm,58,0.09870213180117603,0.6303030303030304,0.5
german,lightgbm,59,-0.46997013620318184,0.7878787878787878,0.3
german,lightgbm,60,-0.32863587985814696,0.8545454545454545,0.5
german,lightgbm,62,-0.5230850767150159,0.7454545454545454,0.6
german,lightgbm,65,-0.6161231896594316,0.6666666666666666,0.3
german,lightgbm,67,0.18645411974301357,0.7333333333333333,0.3
german,lightgbm,70,0.7866684052348398,0.8787878787878787,0.8
german,lightgbm,71,-0.7234941941925445,0.6303030303030304,0.2
german,lightgbm,74,-0.6823075401893803,0.8666666666666666,0.2
german,lightgbm,75,-0.6769687218646862,0.6424242424242425,0.5
german,lightgbm,77,0.2083258232800875,0.9696969696969697,0.3
german,lightgbm,78,-0.47398478348049955,0.7818181818181817,0.5
german,lightgbm,79,0.6701265267286394,0.6909090909090909,0.6
german,lightgbm,80,-0.759080941269675,0.8848484848484848,0.4
german,lightgbm,81,-0.5977028532702878,0.793939393939394,0.2
german,lightgbm,82,-0.07660067746695665,0.8,0.4
german,lightgbm,83,0.2936880170175329,0.8787878787878787,0.6
german,lightgbm,85,-0.1170694345297644,0.6181818181818182,0.6
german,lightgbm,86,-0.40780088984805596,0.6787878787878787,0.3
german,lightgbm,88,-0.6769385114082889,0.896969696969697,0.5
german,lightgbm,91,-0.34120606528945113,0.9515151515151514,0.5
german,lightgbm,97,-0.6892155634504025,0.7818181818181817,0.6
german,lightgbm,99,-0.1797340408428657,0.4303030303030303,0.3
german,lightgbm,100,0.7574386950093046,0.8727272727272727,0.5
german,lightgbm,101,0.008646638619512346,0.8909090909090909,0.3
german,lightgbm,104,0.7456843552454178,0.8,0.5
german,lightgbm,105,-0.5841843883856881,0.5757575757575757,0.4
german,lightgbm,106,0.3366707490364959,0.6848484848484848,0.6
german,lightgbm,107,-0.8217814506024534,0.8181818181818181,0.3
german,lightgbm,109,-0.10973913306390858,0.6848484848484848,0.5
german,lightgbm,114,0.845456931773512,0.8,0.6
german,lightgbm,115,-0.8393010096335694,0.5575757575757576,0.5
german,lightgbm,116,-0.4031060126673221,0.6787878787878787,0.3
german,lightgbm,117,0.08135368931876819,0.6545454545454545,0.4
german,lightgbm,118,0.3923465372177801,0.5696969696969697,0.5
german,lightgbm,119,-0.248532165910419,0.7272727272727273,0.4
german,lightgbm,120,-0.4952980525786157,0.7636363636363637,0.3
german,lightgbm,121,-0.6858002592189382,0.6121212121212121,0.5
german,lightgbm,126,0.645707655099273,0.5575757575757576,0.5
german,lightgbm,130,0.0013076579917919125,0.8606060606060606,0.3
german,lightgbm,132,-0.27855896284154474,0.7636363636363637,0.6
german,lightgbm,135,-0.8839894715027755,0.7151515151515151,0.5
german,lightgbm,136,0.9272220756452314,0.7151515151515151,0.7
german,lightgbm,137,0.705915439569086,0.6909090909090909,0.6
german,lightgbm,141,0.6922861567916819,0.8545454545454545,0.4
german,lightgbm,143,-0.6768760252321799,0.8363636363636363,0.5
german,lightgbm,144,-0.7162439743916807,0.7090909090909091,0.4
german,lightgbm,145,-0.6555284864477223,0.703030303030303,0.4
german,lightgbm,148,0.3866385318450382,0.5575757575757576,0.3
german,lightgbm,150,0.4474105118124198,0.7878787878787878,0.4
german,lightgbm,151,0.6432311814309126,0.7272727272727273,0.5
german,lightgbm,153,-0.7060543149189994,0.6121212121212121,0.5
german,lightgbm,154,-0.8675402260225584,0.9272727272727272,0.0
german,lightgbm,158,-0.07459652134181997,0.6666666666666666,0.3
german,lightgbm,159,-0.5196084393066224,0.793939393939394,0.4
german,lightgbm,161,0.7869763297148804,0.6909090909090909,0.5
german,lightgbm,162,-0.17470889424643624,0.7818181818181817,0.5
german,lightgbm,164,0.7656373335892211,0.8424242424242424,0.6
german,lightgbm,165,0.8323225045427335,0.8363636363636363,0.6
german,lightgbm,166,-0.6367649225036597,0.7515151515151515,0.2
german,lightgbm,168,0.27291737638878066,0.4484848484848485,0.7
german,lightgbm,170,0.8373830579544883,0.8787878787878787,0.7
german,lightgbm,173,0.624673895383392,0.8303030303030303,0.6
german,lightgbm,174,-0.7527761737620248,0.7212121212121212,0.3
german,lightgbm,175,-0.6672517315816375,0.593939393939394,0.3
german,lightgbm,176,0.6206574460925175,0.7636363636363637,0.4
german,lightgbm,178,0.0749993457849541,0.806060606060606,0.8
german,lightgbm,179,0.0156956959872823,0.9333333333333332,0.5
german,lightgbm,181,-0.8583271904948545,0.5333333333333333,0.1
german,lightgbm,182,-0.5085813450100798,0.593939393939394,0.2
german,lightgbm,184,-0.0731380227278281,0.6787878787878787,0.2
german,lightgbm,187,-0.22612056999116267,0.6606060606060606,0.3
german,lightgbm,189,0.9121455529197603,0.793939393939394,0.6
german,lightgbm,190,0.7080756801173547,0.7515151515151515,0.8
german,lightgbm,192,-0.7028706757210956,0.7636363636363637,0.3
german,lightgbm,193,0.5899946580024997,0.6545454545454545,0.5
german,lightgbm,194,0.6601262693512436,0.7696969696969697,0.5
german,random_forest,6,-0.5912306890319055,0.806060606060606,0.3
german,random_forest,8,-0.6012530115912396,0.7818181818181817,0.3
german,random_forest,9,-0.6362898914048578,0.8545454545454545,0.5
german,random_forest,10,0.8853093166278475,0.8242424242424242,0.5
german,random_forest,12,0.16891098467909732,0.8727272727272727,0.6
german,random_forest,15,0.006457249472653934,0.7818181818181817,0.5
german,random_forest,18,0.8945759917112532,0.8727272727272727,0.7
german,random_forest,21,0.8661149014324492,0.896969696969697,0.6
german,random_forest,22,-0.0407521782121808,0.8545454545454545,0.6
german,random_forest,23,-0.583223806671536,0.8424242424242424,0.2
german,random_forest,24,-0.6857441700475077,0.593939393939394,0.4
german,random_forest,27,-0.7849314960661126,0.793939393939394,0.3
german,random_forest,29,0.4833360510836388,0.9515151515151514,0.5
german,random_forest,32,0.3669213062759819,0.896969696969697,0.2
german,random_forest,38,-0.7506943639638016,0.8363636363636363,0.4
german,random_forest,40,-0.9701198582498511,0.9212121212121211,0.3
german,random_forest,45,0.762766232214561,0.7272727272727273,0.6
german,random_forest,47,-0.33124301410602397,0.8303030303030303,0.4
german,random_forest,51,0.7029476230311406,0.8545454545454545,0.5
german,random_forest,54,-0.6475602470433098,0.903030303030303,0.2
german,random_forest,55,0.21023938922344912,0.703030303030303,0.6
german,random_forest,56,0.4618886278204455,0.8909090909090909,0.5
german,random_forest,57,-0.756766563845408,0.903030303030303,0.5
german,random_forest,58,-0.49532189638404295,0.9272727272727272,0.7
german,random_forest,59,-0.30881642806628984,0.806060606060606,0.4
german,random_forest,60,-0.8537647695541973,0.8787878787878787,0.2
german,random_forest,62,-0.3059229442291852,0.9393939393939394,0.3
german,random_forest,65,-0.6660342404718682,0.6545454545454545,0.3
german,random_forest,67,0.05466129443348229,0.9393939393939394,0.5
german,random_forest,70,-0.1729428998791876,0.9333333333333332,0.4
german,random_forest,71,-0.6930600936967443,0.6545454545454545,0.3
german,random_forest,74,-0.7667905345949784,0.8909090909090909,0.4
german,random_forest,75,-0.5735181624331079,0.9090909090909092,0.6
german,random_forest,77,0.3794796542774105,0.8727272727272727,0.4
german,random_forest,78,-0.5153611561460055,0.9636363636363636,0.6
german,random_forest,79,0.7669722066212123,0.7333333333333333,0.6
german,random_forest,80,-0.20443845426093105,0.8848484848484848,0.5
german,random_forest,81,0.18157555062959746,0.903030303030303,0.5
german,random_forest,82,-0.12826737699936863,0.8727272727272727,0.6
german,random_forest,83,0.6164125618939708,0.9212121212121211,0.4
german,random_forest,85,0.7364953761716868,0.7212121212121212,0.8
german,random_forest,86,-0.5185566573581236,0.6666666666666666,0.3
german,random_forest,88,-0.7920609507803873,0.9272727272727272,0.4
german,random_forest,91,-0.5327335940379898,0.6424242424242425,0.1
german,random_forest,97,-0.4374003631851164,0.9090909090909092,0.5
german,random_forest,99,-0.21055633638694216,0.6787878787878787,0.6
german,random_forest,100,0.9591788313834617,0.9333333333333332,0.7
german,random_forest,101,0.11557715098845317,0.8424242424242424,0.4
german,random_forest,104,0.9380476665460865,0.8727272727272727,0.8
german,random_forest,105,-0.5017777529111368,0.696969696969697,0.5
german,random_forest,106,0.08768262228365727,0.8303030303030303,0.5
german,random_forest,107,-0.8314584978782852,0.8242424242424242,0.5
german,random_forest,109,0.26619042409228494,0.806060606060606,0.5
german,random_forest,114,0.7832401583836097,0.6363636363636364,0.5
german,random_forest,115,-0.8450117410139041,0.8606060606060606,0.3
german,random_forest,116,-0.32433891696707307,0.7515151515151515,0.3
german,random_forest,117,0.6697987618675372,0.8909090909090909,0.6
german,random_forest,118,0.7555189751824472,0.8424242424242424,0.6
german,random_forest,119,-0.7018598424755378,0.7393939393939394,0.5
german,random_forest,120,-0.6374116276420312,0.7515151515151515,0.4
german,random_forest,121,-0.6499184593386427,0.8848484848484848,0.5
german,random_forest,126,0.7458317699303388,0.7878787878787878,0.5
german,random_forest,130,0.8538413617815684,0.8909090909090909,0.6
german,random_forest,132,-0.05605586781323366,0.8909090909090909,0.7
german,random_forest,135,-0.7894821779830915,0.7636363636363637,0.2
german,random_forest,136,0.7720770264448696,0.7333333333333333,0.7
german,random_forest,137,0.7129201179479324,0.7757575757575758,0.7
german,random_forest,141,0.9240487032270291,0.7212121212121212,0.5
german,random_forest,143,-0.5283506102294812,0.7272727272727273,0.6
german,random_forest,144,-0.9075466803385144,0.8666666666666666,0.3
german,random_forest,145,-0.7752785713055718,0.6727272727272727,0.1
german,random_forest,148,0.8371716574827887,0.8363636363636363,0.7
german,random_forest,150,0.19887892381624456,0.8666666666666666,0.4
german,random_forest,151,0.6966477746382307,0.793939393939394,0.6
german,random_forest,153,-0.731883743018549,0.6424242424242425,0.4
german,random_forest,154,-0.9318545756669051,0.8727272727272727,0.2
german,random_forest,158,0.028436075848897444,0.8909090909090909,0.5
german,random_forest,159,-0.14249973188011997,0.915151515151515,0.6
german,random_forest,161,0.8554105465871401,0.915151515151515,0.7
german,random_forest,162,-0.2296322510332726,0.8181818181818181,0.5
german,random_forest,164,0.8110679353063235,0.8787878787878787,0.6
german,random_forest,165,0.9347869303882896,0.903030303030303,0.6
german,random_forest,166,-0.7291276248576057,0.7454545454545454,0.3
german,random_forest,168,0.3963009325770506,0.793939393939394,0.4
german,random_forest,170,0.7880108941613896,0.8484848484848484,0.6
german,random_forest,173,0.39193247098983247,0.9393939393939394,0.5
german,random_forest,174,-0.8562961400156537,0.7878787878787878,0.4
german,random_forest,175,-0.45835834030425404,0.9757575757575757,0.5
german,random_forest,176,0.9130210947581269,0.9090909090909092,0.8
german,random_forest,178,-0.11961692086732283,0.7393939393939394,0.3
german,random_forest,179,0.1452215538013579,0.8848484848484848,0.7
german,random_forest,181,-0.5131633758093725,0.8787878787878787,0.5
german,random_forest,182,-0.7756373979123679,0.8545454545454545,0.3
german,random_forest,184,-0.1594939604331311,0.703030303030303,0.2
german,random_forest,187,-0.27517905119366326,0.8727272727272727,0.4
german,random_forest,189,0.8292264961863136,0.6606060606060606,0.7
german,random_forest,190,0.7826643903737397,0.7333333333333333,0.6
german,random_forest,192,-0.4643184929126218,0.915151515151515,0.4
german,random_forest,193,0.7370039507122169,0.8787878787878787,0.6
german,random_forest,194,0.52176771152947,0.793939393939394,0.4
german,mlp,6,-0.6206512797298587,0.72510994381306,0.5
german,mlp,8,-0.2718538835178178,0.7300786696774433,0.42857142857142855
german,mlp,9,0.5090345594814419,0.9202770366107964,0.7142857142857143
german,mlp,10,0.7890229195728006,0.7705179669376288,0.5
german,mlp,12,-0.3994137439900768,0.6782120388520059,0.5
german,mlp,15,0.24953286040005335,0.7055369449118494,0.7142857142857143
german,mlp,18,0.1770574775534608,0.72510994381306,0.5
german,mlp,21,0.6860407302446263,0.7344895248052709,0.8333333333333334
german,mlp,22,0.6620176478030488,0.5937436866561092,0.8
german,mlp,23,0.21023210525994346,0.6994015137204508,0.5714285714285714
german,mlp,24,-0.2762268398689761,0.5312652699740361,0.3333333333333333
german,mlp,27,-0.7690718336634004,0.7683008962916229,0.2
german,mlp,29,0.0816994329397775,0.6719589848571986,0.5
german,mlp,32,-0.7042533560557107,0.7607558256344358,0.14285714285714285
german,mlp,38,0.5224478344066352,0.8135564691600894,0.6
german,mlp,40,0.03486554988418146,0.5766928898924811,0.7142857142857143
german,mlp,45,0.7554361017334806,0.5766928898924811,0.42857142857142855
german,mlp,47,0.291644509061176,0.7782609027689215,0.5
german,mlp,51,-0.24154058407609358,0.5214740091698947,0.2857142857142857
german,mlp,54,0.22179055288189173,0.638047201806466,0.5714285714285714
german,mlp,55,0.16053854588146202,0.6458973304832155,0.375
german,mlp,56,0.29456786659244555,0.9264124678021948,0.42857142857142855
german,mlp,57,0.7756673595569494,0.5060790554368007,0.875
german,mlp,58,0.025691788072644942,0.781387429766325,0.5
german,mlp,59,0.12212151578951064,0.8159747063570222,0.5714285714285714
german,mlp,60,0.36864921839313297,0.8834644494624055,0.14285714285714285
german,mlp,62,-0.03823236479869717,0.7607558256344358,0.5714285714285714
german,mlp,65,-0.16252043218952927,0.7178078072946463,0.42857142857142855
german,mlp,67,-0.1743081301040264,0.6823716631040193,0.5
german,mlp,70,0.474453942533755,0.7101151597464517,0.6
german,mlp,71,-0.4074207617678332,0.7300786696774433,0.5714285714285714
german,mlp,74,-0.2687511655656291,0.5812897019324939,0.5
german,mlp,75,0.5524675518013218,0.7310041065984245,0.5
german,mlp,77,0.06716136865011034,0.8595506047014154,0.5
german,mlp,78,-0.48350956774932896,0.72510994381306,0.3333333333333333
german,mlp,79,-0.2841293814765672,0.6319117706150674,0.42857142857142855
german,mlp,80,-0.32535554476796147,0.9064485096624695,0.6666666666666666
german,mlp,81,0.16918890496941363,0.7688813217767106,0.5
german,mlp,82,0.7618332433681072,0.8845628206806442,0.8333333333333334
german,mlp,83,0.7381900451275009,0.8470444967118009,0.8333333333333334
german,mlp,85,-0.011668185965527274,0.5516719712128055,0.625
german,mlp,86,0.24147813644055907,0.7553707326149182,0.8
german,mlp,88,-0.272042487320542,0.9012176588288425,0.5
german,mlp,91,-0.020644827570207896,0.38686106782883367,0.2
german,mlp,97,0.24433581284429517,0.7876404837611324,0.8333333333333334
german,mlp,99,0.5642093531953751,0.7751343757715179,0.6666666666666666
german,mlp,100,0.7814345978219782,0.7239432384860448,0.5714285714285714
german,mlp,101,-0.35018708086364964,0.8845628206806442,0.3333333333333333
german,mlp,104,0.2439946753974452,0.7423495320602402,0.5714285714285714
german,mlp,105,-0.03953514859084881,0.8095261727429576,0.6666666666666666
german,mlp,106,0.4658710964887926,0.6250610798961445,1.0
german,mlp,107,-0.5128791171791502,0.5625305399480722,0.16666666666666666
german,mlp,109,-0.3343315751566232,0.7300786696774433,0.2857142857142857
german,mlp,114,0.31483848903615064,0.25765046793975976,0.7142857142857143
german,mlp,115,0.2959428141144498,0.5406448509662469,0.5
german,mlp,116,0.8823263180020856,0.7484849632516388,0.8571428571428571
german,mlp,117,0.6855299260455948,0.8282455687398191,0.7142857142857143
german,mlp,118,-0.16575677479161796,0.6625889265720599,0.42857142857142855
german,mlp,119,0.19191148823776502,0.8939424016728552,0.5
german,mlp,120,-0.2585797074911622,0.7055369449118494,0.5714285714285714
german,mlp,121,-0.40961925519842085,0.716580241584804,0.6
german,mlp,126,0.49083993952564614,0.8407914427169938,0.6666666666666666
german,mlp,130,-0.026323221996658614,0.7423495320602402,0.2857142857142857
german,mlp,132,0.5357167358375914,0.8282455687398191,0.7142857142857143
german,mlp,135,-0.3592458134823201,0.6748597889548569,0.42857142857142855
german,mlp,136,0.6163234849329994,0.7158064680064229,0.625
german,mlp,137,-0.06801596474019748,0.5334348049024036,0.625
german,mlp,141,0.4292090978387671,0.7595017407844997,0.5
german,mlp,143,0.040403774188742095,0.5844162289298975,0.5
german,mlp,144,-0.3591864596889124,0.6325341776862233,0.4
german,mlp,145,-0.5851250582205964,0.7705179669376288,0.5
german,mlp,148,0.4578804531112492,0.7454545454545454,0.6666666666666666
german,mlp,150,0.14670654299354177,0.3905715550908736,0.6666666666666666
german,mlp,151,0.7361401245745456,0.800913244121632,0.625
german,mlp,153,0.22005903088853299,0.386494522959128,0.7142857142857143
german,mlp,154,0.19576542639251834,0.6441826329978645,0.5714285714285714
german,mlp,158,0.39505748621594705,0.6625889265720599,0.7142857142857143
german,mlp,159,-0.2857232112626557,0.5644220275096841,0.5714285714285714
german,mlp,161,0.44114439264577626,0.8221899381504343,0.625
german,mlp,162,0.3911289909271093,0.6441826329978645,0.7142857142857143
german,mlp,164,0.5274171540301907,0.9080061742279995,0.42857142857142855
german,mlp,165,0.6236639187627638,0.9141416054193979,0.5714285714285714
german,mlp,166,-0.8396577828272259,0.601234614658075,0.42857142857142855
german,mlp,168,0.5466156771122651,0.8501710237092045,0.5
german,mlp,170,0.878354991636919,0.8439179697143973,0.8333333333333334
german,mlp,173,-0.08645869987225717,0.8135564691600894,0.4
german,mlp,174,-0.33589927040503725,0.8313085213056353,0.375
german,mlp,175,-0.04282724004412926,0.878309766685837,0.5
german,mlp,176,0.7855939701117541,0.8001465917507468,0.6666666666666666
german,mlp,178,0.40878588407533867,0.9141416054193979,0.7142857142857143
german,mlp,179,0.22512430153915683,0.8032731187481503,0.6666666666666666
german,mlp,181,-0.3224842855388762,0.7553203283456271,0.5
german,mlp,182,0.004834409621795955,0.7791621192086312,0.7142857142857143
german,mlp,184,0.35336074403309675,0.5743484411410521,0.8
german,mlp,187,0.3203789017976729,0.9658525226131381,0.3333333333333333
german,mlp,189,0.6585333500309878,0.650318064189263,0.5714285714285714
german,mlp,190,-0.3775429221321039,0.5092031467870978,0.2857142857142857
german,mlp,192,-0.29973077387831687,0.4785259908301053,0.42857142857142855
german,mlp,193,0.32566736259690526,0.5889637522752781,0.5714285714285714
german,mlp,194,0.7150215255669384,0.6932660825290524,0.8571428571428571
taiwan,xgboost,260,-0.2806841045463088,0.75,0.2
taiwan,xgboost,378,-0.12317993736902094,0.8999999999999999,0.4
taiwan,xgboost,403,0.7399735813379338,0.85,0.4
taiwan,xgboost,455,-0.46280367166698794,0.45,0.2
taiwan,xgboost,507,0.6538208545273958,0.8999999999999999,0.8
taiwan,xgboost,526,-0.6473960660472602,0.55,0.2
taiwan,xgboost,545,0.6255322962154434,0.85,0.6
taiwan,xgboost,555,0.5689848235557444,0.65,0.6
taiwan,xgboost,581,-0.7532901674694371,0.6,0.2
taiwan,xgboost,757,-0.5115332595177374,0.35,0.2
taiwan,xgboost,775,0.4088391784278075,0.8999999999999999,0.4
taiwan,xgboost,837,-0.8740382755819943,0.85,0.4
taiwan,xgboost,918,0.476673865246664,0.95,0.4
taiwan,xgboost,960,0.9691604131173632,0.65,0.6
taiwan,xgboost,980,-0.4422627350194037,0.7,0.6
taiwan,xgboost,1079,0.8045479388681807,0.8,1.0
taiwan,xgboost,1130,0.6195137781270587,0.95,0.8
taiwan,xgboost,1157,0.07811871147832337,0.85,0.2
taiwan,xgboost,1189,0.4720822721456283,0.65,0.4
taiwan,xgboost,1346,-0.6785445238637516,0.7,0.0
taiwan,xgboost,1354,0.5561311668081996,0.7,0.4
taiwan,xgboost,1434,0.6109014016140212,0.95,0.6
taiwan,xgboost,1641,0.4629681428600694,0.5,0.2
taiwan,xgboost,1726,-0.2600627216357914,0.6,0.4
taiwan,xgboost,1868,-0.753782226450624,0.85,0.6
taiwan,xgboost,1941,0.5679748168574813,0.75,0.6
taiwan,xgboost,1971,-0.6082253865328603,0.45,0.2
taiwan,xgboost,2104,0.048123209517026026,0.85,0.4
taiwan,xgboost,2163,-0.00011061380546227651,0.95,0.6
taiwan,xgboost,2183,-0.977754236590168,0.95,0.0
taiwan,xgboost,2193,0.04175396310002792,0.65,0.4
taiwan,xgboost,2208,-0.11045629813422135,0.75,0.4
taiwan,xgboost,2319,0.49164886972181593,1.0,0.4
taiwan,xgboost,2382,-0.3012678989076349,0.35,0.6
taiwan,xgboost,2447,-0.02259049379116891,0.8,0.6
taiwan,xgboost,2553,-0.9325688370339682,0.65,0.2
taiwan,xgboost,2588,0.8896688339994812,0.85,0.8
