dataset,model,instance_index,shap_lime_correlation,rank_agreement,sign_agreement,top10_overlap,explanation_agreement_score
german,xgboost,70,-0.08342987024041552,0.7626536761083429,0.45652173913043476,0.42857142857142855,0.5705894207538962
german,xgboost,71,-0.4765728005972524,0.7127174533309766,0.391304347826087,0.42857142857142855,0.5310497142516453
german,xgboost,74,-0.6279419245648487,0.7183081391419208,0.3695652173913043,0.6666666666666666,0.5981928208741596
german,xgboost,75,-0.35684661978958154,0.7534263305951339,0.45652173913043476,0.5384615384615384,0.5998655155156455
german,xgboost,77,-0.0729586297786084,0.71062773096475,0.5217391304347826,0.3333333333333333,0.5407728315163348
german,xgboost,78,0.09694854018469602,0.6993378023368236,0.43478260869565216,0.5384615384615384,0.5717083650818866
german,xgboost,79,0.5180142705885022,0.5518631096345364,0.4782608695652174,0.3333333333333333,0.4642235047233798
german,xgboost,80,0.1138689593981375,0.7326648031904137,0.4782608695652174,0.5384615384615384,0.5980826436841922
german,xgboost,81,-0.18416178993798632,0.8131598231674074,0.5,0.3333333333333333,0.575263929266963
german,xgboost,82,0.2618090180534421,0.7435476430456984,0.5,0.5384615384615384,0.6089575187567409
german,xgboost,83,0.008487655503568772,0.8023855403181605,0.5,0.6666666666666666,0.6709542161272641
german,xgboost,85,0.15702225116388768,0.5306402149541557,0.43478260869565216,0.3333333333333333,0.4426908685903579
german,xgboost,86,0.09836023919096568,0.7266398893553184,0.41304347826086957,0.5384615384615384,0.5761074607588498
german,xgboost,88,-0.44468177595224473,0.6705430564853097,0.45652173913043476,0.3333333333333333,0.5051737443332543
german,xgboost,91,-0.35727529436808997,0.6652780416924786,0.41304347826086957,0.5384615384615384,0.5515627216937138
german,xgboost,97,-0.04284391406430161,0.7290010042366396,0.5434782608695652,0.5384615384615384,0.6161823414939869
german,xgboost,99,-0.08427165174464564,0.7552175211947569,0.41304347826086957,0.3333333333333333,0.5260000519561637
german,xgboost,100,0.4685280534798547,0.723084647407582,0.6304347826086957,0.42857142857142855,0.60693572231707
german,xgboost,101,-0.1267377086806918,0.7447960486151326,0.34782608695652173,0.5384615384615384,0.5638047070714711
german,xgboost,104,0.3137104125168132,0.7820582409375912,0.5652173913043478,0.3333333333333333,0.5823885137663408
german,xgboost,105,0.04449569773719442,0.7023502592543712,0.5,0.3333333333333333,0.5309401037017485
german,xgboost,106,-0.10797944221214219,0.6855782018215384,0.6304347826086957,0.42857142857142855,0.5919331440826526
german,xgboost,107,-0.721500652845127,0.7450674411302269,0.5,0.5384615384615384,0.6095654379905523
german,xgboost,109,0.2417648468049922,0.7381740712468297,0.5652173913043478,0.42857142857142855,0.5934062744614648
german,xgboost,114,0.3074479322323316,0.7009661574273899,0.6521739130434783,0.42857142857142855,0.6046100654554281
german,xgboost,115,-0.43185662594754426,0.6953483323649362,0.5217391304347826,0.3333333333333333,0.5346610720764092
german,xgboost,116,0.23713965103421542,0.724441609983054,0.6739130434782609,0.5384615384615384,0.6534890185751614
german,xgboost,117,0.2925621107451573,0.5810920835102014,0.5,0.42857142857142855,0.5110082619755091
german,xgboost,118,0.1351091256044276,0.7712839580883443,0.5,0.42857142857142855,0.5870850118067663
german,xgboost,119,-0.6307774927745904,0.7029201835360694,0.43478260869565216,0.6666666666666666,0.6116028560231234
german,xgboost,120,-0.09519221568228854,0.6736912096604045,0.5,0.3333333333333333,0.5194764838641618
german,xgboost,121,-0.4880301363263398,0.6225608598166229,0.5652173913043478,0.42857142857142855,0.5471609898893821
german,xgboost,126,0.47307665536711246,0.7834152035130632,0.5434782608695652,0.6666666666666666,0.6764095596660947
german,xgboost,130,0.21398813957549057,0.6476918067143627,0.5,0.3333333333333333,0.509076722685745
german,xgboost,132,-0.1000143174755954,0.6475289712053061,0.5,0.3333333333333333,0.5090115884821224
german,xgboost,135,-0.030426488482244482,0.822794257453258,0.4782608695652174,0.42857142857142855,0.601167392422297
german,xgboost,136,0.3416271347807237,0.6632425978292709,0.5434782608695652,0.42857142857142855,0.5569119459640065
german,xgboost,137,0.3746497990725417,0.6626455342960631,0.45652173913043476,0.42857142857142855,0.5305861640289842
german,xgboost,141,0.7142201696917391,0.6614242679781384,0.5,0.42857142857142855,0.5431411357626839
german,xgboost,143,0.15158794279897678,0.716951176566449,0.45652173913043476,0.5384615384615384,0.5852754539041716
german,xgboost,144,-0.566785832874392,0.667340624807196,0.5,0.42857142857142855,0.5455076784943069
german,xgboost,145,-0.1472336504136998,0.6510027953985141,0.5652173913043478,0.42857142857142855,0.5585377641221385
german,xgboost,148,0.19715300603670646,0.6778163758898391,0.5434782608695652,0.3333333333333333,0.5341700286168052
german,xgboost,150,-0.12756576935466746,0.607145764959262,0.5434782608695652,0.42857142857142855,0.5344732128160029
german,xgboost,151,0.035903882012570554,0.7092164898862591,0.32608695652173914,0.3333333333333333,0.48151268291102534
german,xgboost,153,-0.14178148577324007,0.7992373871430656,0.5869565217391305,0.17647058823529413,0.5487230878495537
german,xgboost,154,-0.7667146001017524,0.6837870112219155,0.32608695652173914,0.5384615384615384,0.5328793529837494
german,xgboost,158,-0.152451621704845,0.7747577822815523,0.5652173913043478,0.8181818181818182,0.7249228757584708
german,xgboost,159,0.192215235303315,0.7242787744739974,0.5217391304347826,0.42857142857142855,0.5748046774914624
german,xgboost,161,0.48247959388524286,0.7148885934517317,0.6304347826086957,0.3333333333333333,0.5750858721633013
german,xgboost,162,0.3292429545113772,0.7958449807043859,0.5652173913043478,0.5384615384615384,0.6494416712115203
german,xgboost,164,0.5567845380776402,0.6375417266498329,0.5217391304347826,0.3333333333333333,0.5115384297903679
german,xgboost,165,0.3455404933887131,0.7409965534038112,0.5434782608695652,0.42857142857142855,0.5880135281938226
german,xgboost,166,-0.5250360351194294,0.7855863436338182,0.32608695652173914,0.42857142857142855,0.5406320529814777
german,xgboost,168,0.11888327795273936,0.7241702174679596,0.5434782608695652,0.42857142857142855,0.581282993819482
german,xgboost,170,0.10876018760419753,0.7966320189981596,0.5,0.42857142857142855,0.5972242361706924
german,xgboost,173,0.045991821818563976,0.6990664098217292,0.5652173913043478,0.5384615384615384,0.6107302428584576
german,xgboost,174,-0.6662240439815927,0.6865280756243688,0.5217391304347826,0.5384615384615384,0.5926714309186438
german,xgboost,175,0.2468081777842741,0.7539691156253228,0.5434782608695652,0.42857142857142855,0.5932025530824272
german,xgboost,176,0.24017636085163258,0.7279425734277715,0.5652173913043478,0.5384615384615384,0.6222807083008745
german,xgboost,178,0.17188362685523076,0.6711401200185173,0.4782608695652174,0.42857142857142855,0.5405057374484007
german,xgboost,179,0.2740843966040867,0.5945260130073733,0.5869565217391305,0.42857142857142855,0.542468790296117
german,xgboost,181,-0.018205629457241863,0.7020517274877675,0.3695652173913043,0.42857142857142855,0.5202616847839268
german,xgboost,182,-0.4986891294618097,0.7187152279145625,0.4782608695652174,0.3333333333333333,0.5309643520353903
german,xgboost,184,0.04944423088863667,0.6218281000258681,0.4782608695652174,0.25,0.4672095008799125
german,xgboost,187,-0.4479956483816945,0.6835427579583306,0.41304347826086957,0.42857142857142855,0.5259015752330217
german,xgboost,189,0.40014928305122754,0.6108909816675645,0.4782608695652174,0.3333333333333333,0.487834653536591
german,xgboost,190,0.3644925656277253,0.7086194263530514,0.5217391304347826,0.25,0.5149695096716553
german,xgboost,192,-0.400966465700991,0.7918555107324985,0.3695652173913043,0.5384615384615384,0.5891502310488522
german,xgboost,193,0.2853185078206064,0.5614161261658587,0.45652173913043476,0.25,0.4365229722054739
german,xgboost,194,0.11800450035317424,0.7363828806472068,0.4782608695652174,0.42857142857142855,0.5666028416998765
german,lightgbm,6,-0.5054897946078825,0.6757153004641225,0.4318181818181818,0.25,0.47483157473110355
german,lightgbm,8,-0.48620230426047545,0.7733590415068305,0.2727272727272727,0.3333333333333333,0.491161798420914
german,lightgbm,9,-0.3317105346413371,0.681985999430168,0.2727272727272727,0.25,0.429612581590249
german,lightgbm,10,0.3956788193360968,0.7335903229559361,0.36363636363636365,0.17647058823529413,0.4554682147438717
german,lightgbm,12,0.2364378360257608,0.6649383849250747,0.29545454545454547,0.25,0.42961171760639355
german,lightgbm,15,0.26910355130799773,0.7146153507599804,0.36363636363636365,0.25,0.4699370493949013
german,lightgbm,18,0.44953641620926826,0.6828003759192648,0.38636363636363635,0.17647058823529413,0.44197041774738505
german,lightgbm,21,0.1762191897979586,0.6607036271817712,0.2727272727272727,0.25,0.4210996326908903
german,lightgbm,22,0.10020118885447256,0.6355122477857098,0.3409090909090909,0.25,0.4314776263870112
german,lightgbm,23,-0.3291490737690835,0.782914392312233,0.36363636363636365,0.3333333333333333,0.5222566660158023
german,lightgbm,24,-0.42783610898026936,0.6473207068776137,0.2727272727272727,0.25,0.41574646456922726
german,lightgbm,27,-0.21067593454562267,0.7474075773876121,0.29545454545454547,0.25,0.4625993945914085
german,lightgbm,29,0.1945860298907788,0.5796731665166382,0.4318181818181818,0.25,0.43641472115210983
german,lightgbm,32,0.14970268782134877,0.7393995419114934,0.3181818181818182,0.17647058823529413,0.444155538689731
german,lightgbm,38,-0.4469574761805025,0.6438731797404371,0.18181818181818182,0.25,0.38709472644162946
german,lightgbm,40,-0.6957992400007452,0.6894239713639189,0.25,0.25,0.42576958854556757
german,lightgbm,45,0.38654450004185603,0.6541071776200871,0.4090909090909091,0.17647058823529413,0.4373113202458958
german,lightgbm,47,-0.27104627418589616,0.7231934497784667,0.29545454545454547,0.25,0.4529137435477503
german,lightgbm,51,0.4733685741132111,0.6393398172844649,0.4318181818181818,0.25,0.4602813814592405
german,lightgbm,54,-0.4913485365700661,0.6856506936311036,0.25,0.25,0.4242602774524415
german,lightgbm,55,-0.07042618814522374,0.7312286311375553,0.36363636363636365,0.17647058823529413,0.4545235380165194
german,lightgbm,56,0.35643947816833566,0.5342852501909758,0.3181818181818182,0.17647058823529413,0.36210982200152403
german,lightgbm,57,-0.27712693357711554,0.6644226131486467,0.3181818181818182,0.25,0.4362235907140042
german,lightgbm,58,-0.12504420432173904,0.6933872702775234,0.3181818181818182,0.42857142857142855,0.5013808821369834
german,lightgbm,59,-0.48961903008040986,0.6956403785640246,0.29545454545454547,0.3333333333333333,0.46689251506197343
german,lightgbm,60,-0.4492850387454818,0.7462131585369367,0.25,0.3333333333333333,0.4734852634147747
german,lightgbm,62,-0.4415038791050508,0.6302459464895505,0.25,0.17647058823529413,0.3800395550664084
german,lightgbm,65,-0.6273745370077548,0.6489494598558072,0.29545454545454547,0.1111111111111111,0.38154948091201984
german,lightgbm,67,0.3903152893091803,0.629078673521845,0.36363636363636365,0.25,0.43572237849964707
german,lightgbm,70,0.3154841076445879,0.6519355069824956,0.29545454545454547,0.25,0.42441056642936187
german,lightgbm,71,-0.49110230113478975,0.5929746491718862,0.2727272727272727,0.17647058823529413,0.3719492179575245
german,lightgbm,74,-0.5065866732784164,0.7493620809614444,0.29545454545454547,0.17647058823529413,0.4413223724915296
german,lightgbm,75,-0.39975908782479097,0.8083772305379935,0.20454545454545456,0.3333333333333333,0.48471452857883374
german,lightgbm,77,0.11179110261155623,0.6748737780920557,0.22727272727272727,0.25,0.4131313294186405
german,lightgbm,78,-0.4759946317342042,0.7360605983061964,0.2727272727272727,0.42857142857142855,0.5048138497120889
german,lightgbm,79,0.41749822828285765,0.641837238517695,0.3409090909090909,0.42857142857142855,0.4875790512512338
german,lightgbm,80,-0.5590840233060609,0.6690645591364985,0.3181818181818182,0.25,0.4380803691091449
german,lightgbm,81,0.01591812558859534,0.7129323060158469,0.29545454545454547,0.25,0.4488092860427024
german,lightgbm,82,-0.23792346776637924,0.7122536589415995,0.36363636363636365,0.3333333333333333,0.49399237266754886
german,lightgbm,83,0.21418651600711094,0.6399098808268326,0.29545454545454547,0.25,0.4196003159670967
german,lightgbm,85,0.03977336713015807,0.65847766477824,0.38636363636363635,0.25,0.45430015682038694
german,lightgbm,86,-0.4332244302925969,0.6250882287252706,0.3181818181818182,0.05263157894736842,0.3612793106288642
german,lightgbm,88,-0.2777681792239009,0.7869319829917774,0.25,0.25,0.464772793196711
german,lightgbm,91,-0.21564523221249668,0.6454476409526909,0.3409090909090909,0.1111111111111111,0.3937851169871369
german,lightgbm,97,-0.5167357536428133,0.7669254672429657,0.36363636363636365,0.25,0.4908610959880954
german,lightgbm,99,-0.27866661743967425,0.8192084378429811,0.3181818181818182,0.3333333333333333,0.5231379205917379
german,lightgbm,100,0.4416571953580487,0.6786470558248711,0.38636363636363635,0.42857142857142855,0.5159393418104679
german,lightgbm,101,0.3628012437966799,0.78114990991919,0.3181818181818182,0.3333333333333333,0.5079145094222215
german,lightgbm,104,0.5415633066699308,0.6748466322090859,0.38636363636363635,0.42857142857142855,0.5144191723641538
german,lightgbm,105,-0.5025235757976434,0.5590151495765491,0.4090909090909091,0.1111111111111111,0.3796666658912257
german,lightgbm,106,-0.25337644631231915,0.6842391077166692,0.36363636363636365,0.25,0.45778655217757674
german,lightgbm,107,-0.6345940358417402,0.682230312376897,0.25,0.25,0.42289212495075884
german,lightgbm,109,0.24643996298146578,0.709864821240249,0.38636363636363635,0.25,0.47485501940519054
german,lightgbm,114,0.3626901272370683,0.6633096319468811,0.36363636363636365,0.17647058823529413,0.4273559383402497
german,lightgbm,115,-0.5551876504523238,0.587138284333359,0.29545454545454547,0.17647058823529413,0.37643285384029546
german,lightgbm,116,-0.43613933115359643,0.726966727511282,0.29545454545454547,0.17647058823529413,0.43236423111146466
german,lightgbm,117,0.10753973575697477,0.8251262403304179,0.2727272727272727,0.3333333333333333,0.511868677950349
german,lightgbm,118,0.34779473193756916,0.7693143049443163,0.4772727272727273,0.5384615384615384,0.6124460016980062
german,lightgbm,119,-0.13515795015536616,0.5619740508202675,0.2727272727272727,0.17647058823529413,0.359548978616877
german,lightgbm,120,-0.5921146967080081,0.7048428328908185,0.29545454545454547,0.42857142857142855,0.4991449253641196
german,lightgbm,121,-0.49647710669916095,0.6935501455753428,0.3181818181818182,0.25,0.44787460368468257
german,lightgbm,126,0.3614924578338283,0.747651890334341,0.3409090909090909,0.3333333333333333,0.5013334834064637
german,lightgbm,130,0.30119061100321015,0.8445898384198318,0.36363636363636365,0.42857142857142855,0.5754982730302705
german,lightgbm,132,-0.128338384323313,0.7014495975195818,0.38636363636363635,0.3333333333333333,0.4964889299169236
german,lightgbm,135,-0.3763484470144143,0.7087518400384832,0.3181818181818182,0.25,0.4539552814699388
german,lightgbm,136,0.35993394158961733,0.7177371273015181,0.4318181818181818,0.3333333333333333,0.5166403054660618
german,lightgbm,137,0.5490236236047933,0.7122265130586296,0.4090909090909091,0.3333333333333333,0.5076178779507245
german,lightgbm,141,0.5276471495887437,0.7047885411248788,0.29545454545454547,0.25,0.44555178008631513
german,lightgbm,143,-0.3856594589717907,0.6536728434925687,0.36363636363636365,0.25,0.44556004648793657
german,lightgbm,144,-0.6505324685984242,0.6673815143923651,0.20454545454545456,0.3333333333333333,0.4283162421205824
german,lightgbm,145,-0.5358935821508855,0.6424615938260025,0.36363636363636365,0.17647058823529413,0.4190167230918983
german,lightgbm,148,0.23423277288322075,0.745615949111599,0.3409090909090909,0.25,0.47551910691736693
german,lightgbm,150,0.20102507705732311,0.643384553846979,0.3409090909090909,0.17647058823529413,0.4125677252821071
german,lightgbm,151,0.24062073038623027,0.649790982227874,0.29545454545454547,0.25,0.42355275652751323
german,lightgbm,153,-0.48136363278474975,0.6610836695433497,0.38636363636363635,0.25,0.4553425587264308
german,lightgbm,154,-0.7814961103280615,0.7171942096421202,0.11363636363636363,0.17647058823529413,0.37390976941834536
german,lightgbm,158,0.3397934479758352,0.7222976356404602,0.4318181818181818,0.3333333333333333,0.5184645088016386
german,lightgbm,159,-0.44521193317825664,0.7059558140925841,0.3409090909090909,0.25,0.4596550529097609
german,lightgbm,161,0.4982748414296116,0.6596720836289153,0.4090909090909091,0.3333333333333333,0.48659610617883886
german,lightgbm,162,-0.1869840223835023,0.782670079365504,0.38636363636363635,0.5384615384615384,0.590515584193754
german,lightgbm,164,0.5407550229121121,0.7738476674002885,0.38636363636363635,0.3333333333333333,0.5254481578692064
german,lightgbm,165,0.46258345655746175,0.723383470959256,0.4318181818181818,0.25,0.49389884292915703
german,lightgbm,166,-0.33136715392417676,0.7426027561019408,0.29545454545454547,0.3333333333333333,0.48567746607713996
german,lightgbm,168,-0.26154781851700143,0.6750909451558149,0.29545454545454547,0.25,0.43367274169868963
german,lightgbm,170,0.08663890874804338,0.6383082737316088,0.4318181818181818,0.17647058823529413,0.4378099405086863
german,lightgbm,173,0.49856172774289403,0.7646180671905247,0.36363636363636365,0.3333333333333333,0.514938135967119
german,lightgbm,174,-0.31130580222240417,0.6200119486099005,0.29545454545454547,0.05263157894736842,0.35243061676453435
german,lightgbm,175,-0.5055354190011464,0.7145610589940405,0.38636363636363635,0.42857142857142855,0.5303049430781357
german,lightgbm,176,0.32372230653156775,0.7094576329957005,0.38636363636363635,0.25,0.47469214410737115
german,lightgbm,178,-0.11280567916565963,0.7222976356404602,0.36363636363636365,0.5384615384615384,0.5595484248855547
german,lightgbm,179,-0.12462311149438217,0.7390737913158546,0.3409090909090909,0.42857142857142855,0.5264736723704977
german,lightgbm,181,-0.5994204828185068,0.7288669393191746,0.29545454545454547,0.3333333333333333,0.48018313936403345
german,lightgbm,182,-0.2803559865741878,0.638525440795368,0.3181818181818182,0.42857142857142855,0.47943615034412124
german,lightgbm,184,-0.3610918444806314,0.657961893001812,0.2727272727272727,0.17647058823529413,0.3979441154894948
german,lightgbm,187,0.03800550497281643,0.6405613820181101,0.45454545454545453,0.3333333333333333,0.4925881891708804
german,lightgbm,189,0.46961327398111824,0.7307128593611274,0.36363636363636365,0.25,0.47637605283536005
german,lightgbm,190,0.4241077930398493,0.7065801694008917,0.38636363636363635,0.3333333333333333,0.4985411586694476
german,lightgbm,192,-0.3366238377535606,0.6370324172320239,0.45454545454545453,0.1111111111111111,0.42450993658977926
german,lightgbm,193,0.2782289605183181,0.7332102805943576,0.25,0.17647058823529413,0.42122528870833126
german,lightgbm,194,0.5445045978297582,0.7289755228510542,0.4318181818181818,0.5384615384615384,0.5826741252243377
german,random_forest,6,-0.27070252274456275,0.7994816404066506,0.5217391304347826,0.5384615384615384,0.6378528568315566
german,random_forest,8,-0.6042612170330964,0.851344750041187,0.3695652173913043,0.5384615384615384,0.6129459267723276
german,random_forest,9,-0.4339080573767083,0.811829999843445,0.5434782608695652,0.42857142857142855,0.6163469067696761
german,random_forest,10,0.7596748361594937,0.8192118762540122,0.4782608695652174,0.6666666666666666,0.6711630113711701
german,random_forest,12,0.26035149843276695,0.8577496133974143,0.41304347826086957,0.6666666666666666,0.6670128888372266
german,random_forest,15,0.16972197539317002,0.8854045106855319,0.3695652173913043,0.8181818181818182,0.7104859149461495
german,random_forest,18,0.8466310358111421,0.861929058129868,0.3695652173913043,0.6666666666666666,0.6556411884693385
german,random_forest,21,0.7372076477966534,0.8208945098475974,0.41304347826086957,0.6666666666666666,0.6522708474172998
german,random_forest,22,0.3582612427268753,0.881442179965154,0.391304347826087,0.6666666666666666,0.6699681763338876
german,random_forest,23,-0.4918737486800794,0.8442342661457141,0.32608695652173914,0.6666666666666666,0.6355197934148074
german,random_forest,24,-0.3087033391114457,0.7888159145634414,0.391304347826087,0.42857142857142855,0.5614890987446313
german,random_forest,27,-0.6073313022095088,0.8237984097591071,0.5434782608695652,0.3333333333333333,0.5925628421645124
german,random_forest,29,0.5054507214546143,0.8470838875542052,0.43478260869565216,0.6666666666666666,0.6692683376303777
german,random_forest,32,0.3680660622936882,0.809604581219671,0.30434782608695654,0.5384615384615384,0.576684641852417
german,random_forest,38,-0.745845047807113,0.8463511277634503,0.3695652173913043,0.5384615384615384,0.610948477861233
german,random_forest,40,-0.9010492918637962,0.8079219476260859,0.3695652173913043,0.42857142857142855,0.5626097728392543
german,random_forest,45,0.647566616037824,0.8055879719962742,0.45652173913043476,0.6666666666666666,0.6591917105376401
german,random_forest,47,-0.41741994615090794,0.7862105464185354,0.41304347826086957,0.42857142857142855,0.5669686906171036
german,random_forest,51,0.7393018413291633,0.8957988440136467,0.3695652173913043,0.6666666666666666,0.6691891028228499
german,random_forest,54,-0.6432812676831274,0.7931310555534421,0.45652173913043476,0.42857142857142855,0.5827803725319358
german,random_forest,55,-0.25359214435533073,0.8445870764153369,0.32608695652173914,0.5384615384615384,0.5971993790611181
german,random_forest,56,0.35454423961048603,0.80433956642684,0.391304347826087,0.8181818181818182,0.6845816763731075
german,random_forest,57,-0.29847284106483624,0.8046652374449532,0.4782608695652174,0.6666666666666666,0.6653443558475465
german,random_forest,58,-0.4702044991173957,0.8262409423949566,0.4782608695652174,0.5384615384615384,0.6355130993660094
german,random_forest,59,-0.3782501106785435,0.8152224062821247,0.5,0.5384615384615384,0.6376274240513115
german,random_forest,60,-0.788452002023167,0.8576410563913766,0.21739130434782608,0.42857142857142855,0.5368452424323271
german,random_forest,62,-0.3139707483015159,0.877479849244776,0.34782608695652173,0.42857142857142855,0.5839111943562956
german,random_forest,65,-0.6315660001447887,0.7931310555534421,0.45652173913043476,0.6666666666666666,0.6542089439605072
german,random_forest,67,0.2347548035019347,0.8582652591760938,0.41304347826086957,0.6666666666666666,0.6672191471486983
german,random_forest,70,-0.39527767059808094,0.8744945315787378,0.3695652173913043,0.5384615384615384,0.622205839387348
german,random_forest,71,-0.6375208445158964,0.8622275898964717,0.391304347826087,0.6666666666666666,0.6622823403064148
german,random_forest,74,-0.613895793489214,0.8393763401255248,0.5434782608695652,0.5384615384615384,0.660332475849541
german,random_forest,75,-0.4368654631406661,0.7840936848007991,0.41304347826086957,0.5384615384615384,0.599088978937042
german,random_forest,77,0.3223342633561774,0.8235541564955223,0.32608695652173914,0.8181818181818182,0.6727022950092761
german,random_forest,78,-0.45088287822329837,0.8477895080934506,0.41304347826086957,0.8181818181818182,0.7084833921701865
german,random_forest,79,0.735116833698511,0.8482237361176016,0.43478260869565216,0.6666666666666666,0.6697242770557362
german,random_forest,80,-0.3625037004888107,0.8027112113362738,0.4782608695652174,0.6666666666666666,0.6645627454040748
german,random_forest,81,0.3945000808727082,0.8398105681496757,0.34782608695652173,0.6666666666666666,0.6402720533468268
german,random_forest,82,-0.24953907725532504,0.8671126551681706,0.41304347826086957,0.5384615384615384,0.6322965670839906
german,random_forest,83,0.4631707058658189,0.8121285316100488,0.391304347826087,0.6666666666666666,0.6422427169918457
german,random_forest,85,0.663946793883826,0.8850245611643999,0.5,0.6666666666666666,0.7040098244657599
german,random_forest,86,-0.4232127760993528,0.7629250686234373,0.41304347826086957,0.42857142857142855,0.5576544994990644
german,random_forest,88,-0.6921381862282243,0.863855944987038,0.391304347826087,0.42857142857142855,0.5915051109140699
german,random_forest,91,-0.6511293763707199,0.8378836812925057,0.3695652173913043,0.6666666666666666,0.6460230377343935
german,random_forest,97,-0.5125950506024696,0.8456183679726954,0.3695652173913043,0.5384615384615384,0.610655373944931
german,random_forest,99,-0.2719310770829063,0.829171981557976,0.41304347826086957,0.6666666666666666,0.6555818361014513
german,random_forest,100,0.8839441415702711,0.8263766386525039,0.45652173913043476,0.8181818181818182,0.7129617226546775
german,random_forest,101,0.34078752490082687,0.79999728618533,0.3695652173913043,0.6666666666666666,0.6308684796915233
german,random_forest,104,0.7854869332475929,0.8702065298402466,0.45652173913043476,0.5384615384615384,0.6465775952136906
german,random_forest,105,-0.4400998389951338,0.8064835672960856,0.34782608695652173,0.6666666666666666,0.6269412530053908
german,random_forest,106,-0.23327127764448582,0.8870600050276076,0.4782608695652174,0.42857142857142855,0.6268736914520369
german,random_forest,107,-0.7498944675870435,0.8573153853732634,0.391304347826087,0.6666666666666666,0.6603174584971314
german,random_forest,109,0.5007022521342064,0.8447499119243935,0.5,0.6666666666666666,0.6878999647697573
german,random_forest,114,0.6624082967792225,0.8140011399642,0.45652173913043476,0.5384615384615384,0.6240954392632719
german,random_forest,115,-0.7943113945368278,0.8294976525760892,0.391304347826087,0.6666666666666666,0.6491903653782618
german,random_forest,116,-0.30632381530127706,0.8418460120128837,0.45652173913043476,0.42857142857142855,0.6022663551157125
german,random_forest,117,0.47458905226423914,0.7839037100402331,0.43478260869565216,0.5384615384615384,0.6055347281632504
german,random_forest,118,0.6932407850401157,0.807379162595897,0.5,0.5384615384615384,0.6344901265768204
german,random_forest,119,-0.5380135634782646,0.7847993053400445,0.3695652173913043,0.5384615384615384,0.5863277488918706
german,random_forest,120,-0.5507030004257589,0.8130512661613697,0.43478260869565216,0.5384615384615384,0.6171937506117051
german,random_forest,121,-0.5277809503933678,0.8138925829581622,0.391304347826087,0.5384615384615384,0.6044867990695525
